module_id	module_label	program_family	pseudobulk_id	donor_id	ed_subgroup	n_genes_scored	genes_scored	mean_z_score
hallmark_tnfa_nfkb	Hallmark TNF-alpha/NF-kB signaling	immune	N1__Pericyte_like	N1	normal	199	MARCKS,IL23A,NINJ1,TNFSF9,SIK1,ATF3,SERPINE1,MYC,HES1,CCNL1,EGR1,EGR2,EGR3,JAG1,ABCA1,GADD45B,GADD45A,KLF10,PLK2,EIF1,EHD1,FOSL2,FOSL1,GPR183,PLPP3,IFIT2,ICAM1,ZC3H12A,IER2,IL12B,IER5,JUNB,IER3,STAT5A,DUSP5,EDN1,DUSP4,JUN,DUSP1,DUSP2,TSC22D1,CCL20,SPHK1,LIF,IL18,TUBB2A,RHOB,VEGFA,IL1A,PTPRE,TLR2,IL1B,BHLHE40,CLCF1,ID2,REL,FJX1,SGK1,BTG3,BTG2,BTG1,SDC4,LITAF,AREG,SOCS3,PANX1,RIPK2,NFIL3,SERPINB2,GCH1,IFNGR2,G0S2,FOS,F3,SERPINB8,SPSB1,FOSB,PER1,F2RL1,HBEGF,CD44,TRIP10,CDKN1A,PTGER4,PTGS2,IFIH1,NAMPT,OLR1,ICOSLG,PHLDA1,ZBTB10,TAP1,PNRC1,CXCL10,CXCL11,IL6ST,CD69,SQSTM1,RELA,CD83,CSF2,CSF1,CD80,PPP1R15A,TNC,TNF,RELB,TANK,ZFP36,CCND1,RNF19B,CCRL2,DENND5A,MAP3K8,PHLDA2,LDLR,SLC16A6,SMAD3,TGIF1,MAP2K3,DDX58,INHBA,TRAF1,NFKB1,NFKB2,GEM,MAFF,NR4A3,RCAN1,EFNA1,NR4A2,MXD1,BIRC2,BIRC3,YRDC,IL7R,PFKFB3,IRS2,SLC2A3,PLAU,SAT1,SLC2A6,ETS2,NR4A1,SNN,PMEPA1,TNFRSF9,MSC,TIPARP,LAMB3,GFPT2,CFLAR,TNIP1,IRF1,NFKBIA,BMP2,IL6,TNIP2,BCL6,BCL3,NFKBIE,NFE2L2,B4GALT1,NFAT5,BCL2A1,TNFAIP8,TNFAIP6,TNFAIP3,CXCL2,CXCL1,TNFAIP2,CXCL3,CXCL6,FUT4,DRAM1,DNAJB4,PDE4B,PDLIM5,MCL1,KDM6B,IL15RA,PLAUR,ATP2B1,KLF4,KLF2,SOD2,KLF9,KLF6,ACKR3,PTX3,B4GALT5,TRIB1,CEBPB,CEBPD,PLEK,CCL5,KYNU,CCL4,CCL2	-0.7571376807851596
hallmark_tnfa_nfkb	Hallmark TNF-alpha/NF-kB signaling	immune	N2__Pericyte_like	N2	normal	199	MARCKS,IL23A,NINJ1,TNFSF9,SIK1,ATF3,SERPINE1,MYC,HES1,CCNL1,EGR1,EGR2,EGR3,JAG1,ABCA1,GADD45B,GADD45A,KLF10,PLK2,EIF1,EHD1,FOSL2,FOSL1,GPR183,PLPP3,IFIT2,ICAM1,ZC3H12A,IER2,IL12B,IER5,JUNB,IER3,STAT5A,DUSP5,EDN1,DUSP4,JUN,DUSP1,DUSP2,TSC22D1,CCL20,SPHK1,LIF,IL18,TUBB2A,RHOB,VEGFA,IL1A,PTPRE,TLR2,IL1B,BHLHE40,CLCF1,ID2,REL,FJX1,SGK1,BTG3,BTG2,BTG1,SDC4,LITAF,AREG,SOCS3,PANX1,RIPK2,NFIL3,SERPINB2,GCH1,IFNGR2,G0S2,FOS,F3,SERPINB8,SPSB1,FOSB,PER1,F2RL1,HBEGF,CD44,TRIP10,CDKN1A,PTGER4,PTGS2,IFIH1,NAMPT,OLR1,ICOSLG,PHLDA1,ZBTB10,TAP1,PNRC1,CXCL10,CXCL11,IL6ST,CD69,SQSTM1,RELA,CD83,CSF2,CSF1,CD80,PPP1R15A,TNC,TNF,RELB,TANK,ZFP36,CCND1,RNF19B,CCRL2,DENND5A,MAP3K8,PHLDA2,LDLR,SLC16A6,SMAD3,TGIF1,MAP2K3,DDX58,INHBA,TRAF1,NFKB1,NFKB2,GEM,MAFF,NR4A3,RCAN1,EFNA1,NR4A2,MXD1,BIRC2,BIRC3,YRDC,IL7R,PFKFB3,IRS2,SLC2A3,PLAU,SAT1,SLC2A6,ETS2,NR4A1,SNN,PMEPA1,TNFRSF9,MSC,TIPARP,LAMB3,GFPT2,CFLAR,TNIP1,IRF1,NFKBIA,BMP2,IL6,TNIP2,BCL6,BCL3,NFKBIE,NFE2L2,B4GALT1,NFAT5,BCL2A1,TNFAIP8,TNFAIP6,TNFAIP3,CXCL2,CXCL1,TNFAIP2,CXCL3,CXCL6,FUT4,DRAM1,DNAJB4,PDE4B,PDLIM5,MCL1,KDM6B,IL15RA,PLAUR,ATP2B1,KLF4,KLF2,SOD2,KLF9,KLF6,ACKR3,PTX3,B4GALT5,TRIB1,CEBPB,CEBPD,PLEK,CCL5,KYNU,CCL4,CCL2	0.40870808476516646
hallmark_tnfa_nfkb	Hallmark TNF-alpha/NF-kB signaling	immune	N3__Pericyte_like	N3	normal	199	MARCKS,IL23A,NINJ1,TNFSF9,SIK1,ATF3,SERPINE1,MYC,HES1,CCNL1,EGR1,EGR2,EGR3,JAG1,ABCA1,GADD45B,GADD45A,KLF10,PLK2,EIF1,EHD1,FOSL2,FOSL1,GPR183,PLPP3,IFIT2,ICAM1,ZC3H12A,IER2,IL12B,IER5,JUNB,IER3,STAT5A,DUSP5,EDN1,DUSP4,JUN,DUSP1,DUSP2,TSC22D1,CCL20,SPHK1,LIF,IL18,TUBB2A,RHOB,VEGFA,IL1A,PTPRE,TLR2,IL1B,BHLHE40,CLCF1,ID2,REL,FJX1,SGK1,BTG3,BTG2,BTG1,SDC4,LITAF,AREG,SOCS3,PANX1,RIPK2,NFIL3,SERPINB2,GCH1,IFNGR2,G0S2,FOS,F3,SERPINB8,SPSB1,FOSB,PER1,F2RL1,HBEGF,CD44,TRIP10,CDKN1A,PTGER4,PTGS2,IFIH1,NAMPT,OLR1,ICOSLG,PHLDA1,ZBTB10,TAP1,PNRC1,CXCL10,CXCL11,IL6ST,CD69,SQSTM1,RELA,CD83,CSF2,CSF1,CD80,PPP1R15A,TNC,TNF,RELB,TANK,ZFP36,CCND1,RNF19B,CCRL2,DENND5A,MAP3K8,PHLDA2,LDLR,SLC16A6,SMAD3,TGIF1,MAP2K3,DDX58,INHBA,TRAF1,NFKB1,NFKB2,GEM,MAFF,NR4A3,RCAN1,EFNA1,NR4A2,MXD1,BIRC2,BIRC3,YRDC,IL7R,PFKFB3,IRS2,SLC2A3,PLAU,SAT1,SLC2A6,ETS2,NR4A1,SNN,PMEPA1,TNFRSF9,MSC,TIPARP,LAMB3,GFPT2,CFLAR,TNIP1,IRF1,NFKBIA,BMP2,IL6,TNIP2,BCL6,BCL3,NFKBIE,NFE2L2,B4GALT1,NFAT5,BCL2A1,TNFAIP8,TNFAIP6,TNFAIP3,CXCL2,CXCL1,TNFAIP2,CXCL3,CXCL6,FUT4,DRAM1,DNAJB4,PDE4B,PDLIM5,MCL1,KDM6B,IL15RA,PLAUR,ATP2B1,KLF4,KLF2,SOD2,KLF9,KLF6,ACKR3,PTX3,B4GALT5,TRIB1,CEBPB,CEBPD,PLEK,CCL5,KYNU,CCL4,CCL2	-0.42453287217750657
hallmark_tnfa_nfkb	Hallmark TNF-alpha/NF-kB signaling	immune	DMED1__Pericyte_like	DMED1	diabetic_ED	199	MARCKS,IL23A,NINJ1,TNFSF9,SIK1,ATF3,SERPINE1,MYC,HES1,CCNL1,EGR1,EGR2,EGR3,JAG1,ABCA1,GADD45B,GADD45A,KLF10,PLK2,EIF1,EHD1,FOSL2,FOSL1,GPR183,PLPP3,IFIT2,ICAM1,ZC3H12A,IER2,IL12B,IER5,JUNB,IER3,STAT5A,DUSP5,EDN1,DUSP4,JUN,DUSP1,DUSP2,TSC22D1,CCL20,SPHK1,LIF,IL18,TUBB2A,RHOB,VEGFA,IL1A,PTPRE,TLR2,IL1B,BHLHE40,CLCF1,ID2,REL,FJX1,SGK1,BTG3,BTG2,BTG1,SDC4,LITAF,AREG,SOCS3,PANX1,RIPK2,NFIL3,SERPINB2,GCH1,IFNGR2,G0S2,FOS,F3,SERPINB8,SPSB1,FOSB,PER1,F2RL1,HBEGF,CD44,TRIP10,CDKN1A,PTGER4,PTGS2,IFIH1,NAMPT,OLR1,ICOSLG,PHLDA1,ZBTB10,TAP1,PNRC1,CXCL10,CXCL11,IL6ST,CD69,SQSTM1,RELA,CD83,CSF2,CSF1,CD80,PPP1R15A,TNC,TNF,RELB,TANK,ZFP36,CCND1,RNF19B,CCRL2,DENND5A,MAP3K8,PHLDA2,LDLR,SLC16A6,SMAD3,TGIF1,MAP2K3,DDX58,INHBA,TRAF1,NFKB1,NFKB2,GEM,MAFF,NR4A3,RCAN1,EFNA1,NR4A2,MXD1,BIRC2,BIRC3,YRDC,IL7R,PFKFB3,IRS2,SLC2A3,PLAU,SAT1,SLC2A6,ETS2,NR4A1,SNN,PMEPA1,TNFRSF9,MSC,TIPARP,LAMB3,GFPT2,CFLAR,TNIP1,IRF1,NFKBIA,BMP2,IL6,TNIP2,BCL6,BCL3,NFKBIE,NFE2L2,B4GALT1,NFAT5,BCL2A1,TNFAIP8,TNFAIP6,TNFAIP3,CXCL2,CXCL1,TNFAIP2,CXCL3,CXCL6,FUT4,DRAM1,DNAJB4,PDE4B,PDLIM5,MCL1,KDM6B,IL15RA,PLAUR,ATP2B1,KLF4,KLF2,SOD2,KLF9,KLF6,ACKR3,PTX3,B4GALT5,TRIB1,CEBPB,CEBPD,PLEK,CCL5,KYNU,CCL4,CCL2	0.19155689830253772
hallmark_tnfa_nfkb	Hallmark TNF-alpha/NF-kB signaling	immune	DMED2__Pericyte_like	DMED2	diabetic_ED	199	MARCKS,IL23A,NINJ1,TNFSF9,SIK1,ATF3,SERPINE1,MYC,HES1,CCNL1,EGR1,EGR2,EGR3,JAG1,ABCA1,GADD45B,GADD45A,KLF10,PLK2,EIF1,EHD1,FOSL2,FOSL1,GPR183,PLPP3,IFIT2,ICAM1,ZC3H12A,IER2,IL12B,IER5,JUNB,IER3,STAT5A,DUSP5,EDN1,DUSP4,JUN,DUSP1,DUSP2,TSC22D1,CCL20,SPHK1,LIF,IL18,TUBB2A,RHOB,VEGFA,IL1A,PTPRE,TLR2,IL1B,BHLHE40,CLCF1,ID2,REL,FJX1,SGK1,BTG3,BTG2,BTG1,SDC4,LITAF,AREG,SOCS3,PANX1,RIPK2,NFIL3,SERPINB2,GCH1,IFNGR2,G0S2,FOS,F3,SERPINB8,SPSB1,FOSB,PER1,F2RL1,HBEGF,CD44,TRIP10,CDKN1A,PTGER4,PTGS2,IFIH1,NAMPT,OLR1,ICOSLG,PHLDA1,ZBTB10,TAP1,PNRC1,CXCL10,CXCL11,IL6ST,CD69,SQSTM1,RELA,CD83,CSF2,CSF1,CD80,PPP1R15A,TNC,TNF,RELB,TANK,ZFP36,CCND1,RNF19B,CCRL2,DENND5A,MAP3K8,PHLDA2,LDLR,SLC16A6,SMAD3,TGIF1,MAP2K3,DDX58,INHBA,TRAF1,NFKB1,NFKB2,GEM,MAFF,NR4A3,RCAN1,EFNA1,NR4A2,MXD1,BIRC2,BIRC3,YRDC,IL7R,PFKFB3,IRS2,SLC2A3,PLAU,SAT1,SLC2A6,ETS2,NR4A1,SNN,PMEPA1,TNFRSF9,MSC,TIPARP,LAMB3,GFPT2,CFLAR,TNIP1,IRF1,NFKBIA,BMP2,IL6,TNIP2,BCL6,BCL3,NFKBIE,NFE2L2,B4GALT1,NFAT5,BCL2A1,TNFAIP8,TNFAIP6,TNFAIP3,CXCL2,CXCL1,TNFAIP2,CXCL3,CXCL6,FUT4,DRAM1,DNAJB4,PDE4B,PDLIM5,MCL1,KDM6B,IL15RA,PLAUR,ATP2B1,KLF4,KLF2,SOD2,KLF9,KLF6,ACKR3,PTX3,B4GALT5,TRIB1,CEBPB,CEBPD,PLEK,CCL5,KYNU,CCL4,CCL2	0.5814055698949622
ecm_fibrosis	ECM and fibrosis	remodeling	N1__Pericyte_like	N1	normal	41	COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,FN1,POSTN,SPARC,CTGF,COMP,THBS1,THBS2,THBS4,DCN,LUM,OGN,PRELP,MFAP4,MFAP5,FBLN1,FBLN2,FBLN5,TIMP1,TIMP2,TIMP3,MMP2,MMP14,LOX,LOXL1,LOXL2,ADAMTS1,ADAMTS2,ADAMTS4,ADAMTS5	0.014168003827363166
ecm_fibrosis	ECM and fibrosis	remodeling	N2__Pericyte_like	N2	normal	41	COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,FN1,POSTN,SPARC,CTGF,COMP,THBS1,THBS2,THBS4,DCN,LUM,OGN,PRELP,MFAP4,MFAP5,FBLN1,FBLN2,FBLN5,TIMP1,TIMP2,TIMP3,MMP2,MMP14,LOX,LOXL1,LOXL2,ADAMTS1,ADAMTS2,ADAMTS4,ADAMTS5	-0.2462559172265726
ecm_fibrosis	ECM and fibrosis	remodeling	N3__Pericyte_like	N3	normal	41	COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,FN1,POSTN,SPARC,CTGF,COMP,THBS1,THBS2,THBS4,DCN,LUM,OGN,PRELP,MFAP4,MFAP5,FBLN1,FBLN2,FBLN5,TIMP1,TIMP2,TIMP3,MMP2,MMP14,LOX,LOXL1,LOXL2,ADAMTS1,ADAMTS2,ADAMTS4,ADAMTS5	0.06888610830218544
ecm_fibrosis	ECM and fibrosis	remodeling	DMED1__Pericyte_like	DMED1	diabetic_ED	41	COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,FN1,POSTN,SPARC,CTGF,COMP,THBS1,THBS2,THBS4,DCN,LUM,OGN,PRELP,MFAP4,MFAP5,FBLN1,FBLN2,FBLN5,TIMP1,TIMP2,TIMP3,MMP2,MMP14,LOX,LOXL1,LOXL2,ADAMTS1,ADAMTS2,ADAMTS4,ADAMTS5	-0.3514059129428643
ecm_fibrosis	ECM and fibrosis	remodeling	DMED2__Pericyte_like	DMED2	diabetic_ED	41	COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,FN1,POSTN,SPARC,CTGF,COMP,THBS1,THBS2,THBS4,DCN,LUM,OGN,PRELP,MFAP4,MFAP5,FBLN1,FBLN2,FBLN5,TIMP1,TIMP2,TIMP3,MMP2,MMP14,LOX,LOXL1,LOXL2,ADAMTS1,ADAMTS2,ADAMTS4,ADAMTS5	0.5146077180398875
hallmark_emt_ecm	Hallmark epithelial-mesenchymal/ECM remodeling	remodeling	N1__Pericyte_like	N1	normal	198	LUM,CADM1,DKK1,P3H1,COL1A2,SFRP4,COL1A1,MGP,VIM,MXRA5,MYL9,PFN2,PRSS2,LRP1,TAGLN,COL12A1,SERPINE1,SERPINE2,SFRP1,DPYSL3,ABI3BP,SPOCK1,MEST,GADD45B,FZD8,GADD45A,FERMT2,SLC6A8,SDC1,SNAI2,SPARC,OXTR,ENO2,MYLK,GJA1,LGALS1,ANPEP,SERPINH1,FUCA1,JUN,IL15,TNFRSF12A,MAGEE1,VEGFC,FN1,EMP3,RHOB,VEGFA,CRLF1,COL3A1,MMP14,GAS1,ID2,CALU,FOXC2,ELN,SDC4,TNFRSF11B,AREG,THY1,TIMP3,QSOX1,TIMP1,CAP2,IL32,ADAM12,BGN,COL4A1,COL4A2,FMOD,CD44,LRRC15,ECM1,ECM2,FSTL1,CAPG,FSTL3,COL11A1,CD59,TGFB1,PDGFRB,APLP1,PRRX1,TPM4,TFPI2,WNT5A,TPM2,VCAM1,CXCL12,COL5A2,PLOD1,COL5A1,FAP,FAS,COL5A3,TGFBI,PMP22,SCG2,PPIB,COL16A1,TNC,FBLN2,PLOD3,PVR,FBLN1,PLOD2,LOXL1,LOXL2,FBLN5,CDH6,COMP,NT5E,BASP1,CDH2,GPC1,FLNA,SLIT2,TPM1,MSX1,SLIT3,SPP1,IGFBP2,POSTN,IGFBP4,IGFBP3,INHBA,GEM,LOX,CDH11,COL6A3,COL6A2,MATN2,FBN1,FBN2,MATN3,COPA,NOTCH2,NTM,HTRA1,FGF2,SAT1,TGM2,EFEMP2,GLIPR1,RGS4,CALD1,PMEPA1,EDIL3,ITGA5,MMP1,MMP2,BDNF,GPX7,MMP3,ITGA2,TGFBR3,ACTA2,MFAP5,VCAN,DAB2,IL6,BMP1,COL7A1,MCM7,CXCL8,NNMT,LAMC1,TNFAIP3,CXCL1,LAMC2,NID2,CXCL6,PDLIM4,DST,PCOLCE,PLAUR,DCN,PTHLH,SNTB1,GREM1,COL8A2,PCOLCE2,PTX3,ITGB1,LAMA3,WIPF1,ITGB5,LAMA2,ITGB3,LAMA1,THBS1,THBS2,SGCG,SGCD,SGCB,ITGAV,COLGALT1,CTHRC1	-0.06760264671250636
hallmark_emt_ecm	Hallmark epithelial-mesenchymal/ECM remodeling	remodeling	N2__Pericyte_like	N2	normal	198	LUM,CADM1,DKK1,P3H1,COL1A2,SFRP4,COL1A1,MGP,VIM,MXRA5,MYL9,PFN2,PRSS2,LRP1,TAGLN,COL12A1,SERPINE1,SERPINE2,SFRP1,DPYSL3,ABI3BP,SPOCK1,MEST,GADD45B,FZD8,GADD45A,FERMT2,SLC6A8,SDC1,SNAI2,SPARC,OXTR,ENO2,MYLK,GJA1,LGALS1,ANPEP,SERPINH1,FUCA1,JUN,IL15,TNFRSF12A,MAGEE1,VEGFC,FN1,EMP3,RHOB,VEGFA,CRLF1,COL3A1,MMP14,GAS1,ID2,CALU,FOXC2,ELN,SDC4,TNFRSF11B,AREG,THY1,TIMP3,QSOX1,TIMP1,CAP2,IL32,ADAM12,BGN,COL4A1,COL4A2,FMOD,CD44,LRRC15,ECM1,ECM2,FSTL1,CAPG,FSTL3,COL11A1,CD59,TGFB1,PDGFRB,APLP1,PRRX1,TPM4,TFPI2,WNT5A,TPM2,VCAM1,CXCL12,COL5A2,PLOD1,COL5A1,FAP,FAS,COL5A3,TGFBI,PMP22,SCG2,PPIB,COL16A1,TNC,FBLN2,PLOD3,PVR,FBLN1,PLOD2,LOXL1,LOXL2,FBLN5,CDH6,COMP,NT5E,BASP1,CDH2,GPC1,FLNA,SLIT2,TPM1,MSX1,SLIT3,SPP1,IGFBP2,POSTN,IGFBP4,IGFBP3,INHBA,GEM,LOX,CDH11,COL6A3,COL6A2,MATN2,FBN1,FBN2,MATN3,COPA,NOTCH2,NTM,HTRA1,FGF2,SAT1,TGM2,EFEMP2,GLIPR1,RGS4,CALD1,PMEPA1,EDIL3,ITGA5,MMP1,MMP2,BDNF,GPX7,MMP3,ITGA2,TGFBR3,ACTA2,MFAP5,VCAN,DAB2,IL6,BMP1,COL7A1,MCM7,CXCL8,NNMT,LAMC1,TNFAIP3,CXCL1,LAMC2,NID2,CXCL6,PDLIM4,DST,PCOLCE,PLAUR,DCN,PTHLH,SNTB1,GREM1,COL8A2,PCOLCE2,PTX3,ITGB1,LAMA3,WIPF1,ITGB5,LAMA2,ITGB3,LAMA1,THBS1,THBS2,SGCG,SGCD,SGCB,ITGAV,COLGALT1,CTHRC1	0.05638618039158104
hallmark_emt_ecm	Hallmark epithelial-mesenchymal/ECM remodeling	remodeling	N3__Pericyte_like	N3	normal	198	LUM,CADM1,DKK1,P3H1,COL1A2,SFRP4,COL1A1,MGP,VIM,MXRA5,MYL9,PFN2,PRSS2,LRP1,TAGLN,COL12A1,SERPINE1,SERPINE2,SFRP1,DPYSL3,ABI3BP,SPOCK1,MEST,GADD45B,FZD8,GADD45A,FERMT2,SLC6A8,SDC1,SNAI2,SPARC,OXTR,ENO2,MYLK,GJA1,LGALS1,ANPEP,SERPINH1,FUCA1,JUN,IL15,TNFRSF12A,MAGEE1,VEGFC,FN1,EMP3,RHOB,VEGFA,CRLF1,COL3A1,MMP14,GAS1,ID2,CALU,FOXC2,ELN,SDC4,TNFRSF11B,AREG,THY1,TIMP3,QSOX1,TIMP1,CAP2,IL32,ADAM12,BGN,COL4A1,COL4A2,FMOD,CD44,LRRC15,ECM1,ECM2,FSTL1,CAPG,FSTL3,COL11A1,CD59,TGFB1,PDGFRB,APLP1,PRRX1,TPM4,TFPI2,WNT5A,TPM2,VCAM1,CXCL12,COL5A2,PLOD1,COL5A1,FAP,FAS,COL5A3,TGFBI,PMP22,SCG2,PPIB,COL16A1,TNC,FBLN2,PLOD3,PVR,FBLN1,PLOD2,LOXL1,LOXL2,FBLN5,CDH6,COMP,NT5E,BASP1,CDH2,GPC1,FLNA,SLIT2,TPM1,MSX1,SLIT3,SPP1,IGFBP2,POSTN,IGFBP4,IGFBP3,INHBA,GEM,LOX,CDH11,COL6A3,COL6A2,MATN2,FBN1,FBN2,MATN3,COPA,NOTCH2,NTM,HTRA1,FGF2,SAT1,TGM2,EFEMP2,GLIPR1,RGS4,CALD1,PMEPA1,EDIL3,ITGA5,MMP1,MMP2,BDNF,GPX7,MMP3,ITGA2,TGFBR3,ACTA2,MFAP5,VCAN,DAB2,IL6,BMP1,COL7A1,MCM7,CXCL8,NNMT,LAMC1,TNFAIP3,CXCL1,LAMC2,NID2,CXCL6,PDLIM4,DST,PCOLCE,PLAUR,DCN,PTHLH,SNTB1,GREM1,COL8A2,PCOLCE2,PTX3,ITGB1,LAMA3,WIPF1,ITGB5,LAMA2,ITGB3,LAMA1,THBS1,THBS2,SGCG,SGCD,SGCB,ITGAV,COLGALT1,CTHRC1	-0.06971544513715243
hallmark_emt_ecm	Hallmark epithelial-mesenchymal/ECM remodeling	remodeling	DMED1__Pericyte_like	DMED1	diabetic_ED	198	LUM,CADM1,DKK1,P3H1,COL1A2,SFRP4,COL1A1,MGP,VIM,MXRA5,MYL9,PFN2,PRSS2,LRP1,TAGLN,COL12A1,SERPINE1,SERPINE2,SFRP1,DPYSL3,ABI3BP,SPOCK1,MEST,GADD45B,FZD8,GADD45A,FERMT2,SLC6A8,SDC1,SNAI2,SPARC,OXTR,ENO2,MYLK,GJA1,LGALS1,ANPEP,SERPINH1,FUCA1,JUN,IL15,TNFRSF12A,MAGEE1,VEGFC,FN1,EMP3,RHOB,VEGFA,CRLF1,COL3A1,MMP14,GAS1,ID2,CALU,FOXC2,ELN,SDC4,TNFRSF11B,AREG,THY1,TIMP3,QSOX1,TIMP1,CAP2,IL32,ADAM12,BGN,COL4A1,COL4A2,FMOD,CD44,LRRC15,ECM1,ECM2,FSTL1,CAPG,FSTL3,COL11A1,CD59,TGFB1,PDGFRB,APLP1,PRRX1,TPM4,TFPI2,WNT5A,TPM2,VCAM1,CXCL12,COL5A2,PLOD1,COL5A1,FAP,FAS,COL5A3,TGFBI,PMP22,SCG2,PPIB,COL16A1,TNC,FBLN2,PLOD3,PVR,FBLN1,PLOD2,LOXL1,LOXL2,FBLN5,CDH6,COMP,NT5E,BASP1,CDH2,GPC1,FLNA,SLIT2,TPM1,MSX1,SLIT3,SPP1,IGFBP2,POSTN,IGFBP4,IGFBP3,INHBA,GEM,LOX,CDH11,COL6A3,COL6A2,MATN2,FBN1,FBN2,MATN3,COPA,NOTCH2,NTM,HTRA1,FGF2,SAT1,TGM2,EFEMP2,GLIPR1,RGS4,CALD1,PMEPA1,EDIL3,ITGA5,MMP1,MMP2,BDNF,GPX7,MMP3,ITGA2,TGFBR3,ACTA2,MFAP5,VCAN,DAB2,IL6,BMP1,COL7A1,MCM7,CXCL8,NNMT,LAMC1,TNFAIP3,CXCL1,LAMC2,NID2,CXCL6,PDLIM4,DST,PCOLCE,PLAUR,DCN,PTHLH,SNTB1,GREM1,COL8A2,PCOLCE2,PTX3,ITGB1,LAMA3,WIPF1,ITGB5,LAMA2,ITGB3,LAMA1,THBS1,THBS2,SGCG,SGCD,SGCB,ITGAV,COLGALT1,CTHRC1	-0.20190911345891568
hallmark_emt_ecm	Hallmark epithelial-mesenchymal/ECM remodeling	remodeling	DMED2__Pericyte_like	DMED2	diabetic_ED	198	LUM,CADM1,DKK1,P3H1,COL1A2,SFRP4,COL1A1,MGP,VIM,MXRA5,MYL9,PFN2,PRSS2,LRP1,TAGLN,COL12A1,SERPINE1,SERPINE2,SFRP1,DPYSL3,ABI3BP,SPOCK1,MEST,GADD45B,FZD8,GADD45A,FERMT2,SLC6A8,SDC1,SNAI2,SPARC,OXTR,ENO2,MYLK,GJA1,LGALS1,ANPEP,SERPINH1,FUCA1,JUN,IL15,TNFRSF12A,MAGEE1,VEGFC,FN1,EMP3,RHOB,VEGFA,CRLF1,COL3A1,MMP14,GAS1,ID2,CALU,FOXC2,ELN,SDC4,TNFRSF11B,AREG,THY1,TIMP3,QSOX1,TIMP1,CAP2,IL32,ADAM12,BGN,COL4A1,COL4A2,FMOD,CD44,LRRC15,ECM1,ECM2,FSTL1,CAPG,FSTL3,COL11A1,CD59,TGFB1,PDGFRB,APLP1,PRRX1,TPM4,TFPI2,WNT5A,TPM2,VCAM1,CXCL12,COL5A2,PLOD1,COL5A1,FAP,FAS,COL5A3,TGFBI,PMP22,SCG2,PPIB,COL16A1,TNC,FBLN2,PLOD3,PVR,FBLN1,PLOD2,LOXL1,LOXL2,FBLN5,CDH6,COMP,NT5E,BASP1,CDH2,GPC1,FLNA,SLIT2,TPM1,MSX1,SLIT3,SPP1,IGFBP2,POSTN,IGFBP4,IGFBP3,INHBA,GEM,LOX,CDH11,COL6A3,COL6A2,MATN2,FBN1,FBN2,MATN3,COPA,NOTCH2,NTM,HTRA1,FGF2,SAT1,TGM2,EFEMP2,GLIPR1,RGS4,CALD1,PMEPA1,EDIL3,ITGA5,MMP1,MMP2,BDNF,GPX7,MMP3,ITGA2,TGFBR3,ACTA2,MFAP5,VCAN,DAB2,IL6,BMP1,COL7A1,MCM7,CXCL8,NNMT,LAMC1,TNFAIP3,CXCL1,LAMC2,NID2,CXCL6,PDLIM4,DST,PCOLCE,PLAUR,DCN,PTHLH,SNTB1,GREM1,COL8A2,PCOLCE2,PTX3,ITGB1,LAMA3,WIPF1,ITGB5,LAMA2,ITGB3,LAMA1,THBS1,THBS2,SGCG,SGCD,SGCB,ITGAV,COLGALT1,CTHRC1	0.2828410249169932
hallmark_angiogenesis	Hallmark angiogenesis	vascular	N1__Pericyte_like	N1	normal	36	POSTN,JAG1,LUM,JAG2,KCNJ8,PRG2,VAV2,VEGFA,PTK2,TNFRSF21,VCAN,COL3A1,COL5A2,SLCO2A1,FGFR1,S100A4,PF4,APP,NRP1,LPL,STC1,FSTL1,PDGFA,CXCL6,LRPAP1,SERPINA5,VTN,THBD,CCND2,APOH,MSX1,TIMP1,ITGAV,SPP1,PGLYRP1,OLR1	-0.4194517202271558
hallmark_angiogenesis	Hallmark angiogenesis	vascular	N2__Pericyte_like	N2	normal	36	POSTN,JAG1,LUM,JAG2,KCNJ8,PRG2,VAV2,VEGFA,PTK2,TNFRSF21,VCAN,COL3A1,COL5A2,SLCO2A1,FGFR1,S100A4,PF4,APP,NRP1,LPL,STC1,FSTL1,PDGFA,CXCL6,LRPAP1,SERPINA5,VTN,THBD,CCND2,APOH,MSX1,TIMP1,ITGAV,SPP1,PGLYRP1,OLR1	0.699832956597029
