logFC,P.Value,adj.P.Val,gene
2.34709050625377,0.00649365504096882,0.998549755760808,IL6
1.37096661167102,0.151337927097072,0.998549755760808,ADAMTS4
0.48961619094162,0.470393916787107,0.998549755760808,PLA2G2A
-0.124894783163199,0.862200142539374,0.998549755760808,CYR61
0.456002647118857,0.36198110013973,0.998549755760808,PI15
2.77815015351601,2.02203328958701e-05,0.18056757276012,SH3BP5
-3.02530665513986,0.00877114434754663,0.998549755760808,ERAP2
0.936364500848679,0.285992114437483,0.998549755760808,RGS16
