cell_type	comparison	gene_symbol	full_logFC	full_PValue	full_FDR	n_lodo_runnable	n_lodo_gene_tested	n_lodo_same_direction	fraction_lodo_same_direction	n_lodo_nominal_0_05	n_lodo_FDR_0_10	n_lodo_FDR_0_05	min_lodo_logFC	max_lodo_logFC	leave_out_donors	stable_direction_all_lodo	gene_tested_all_lodo	stable_tested_direction_all_lodo	stable_direction_min_80pct	retained_nominal_signal_any_lodo
Fibroblast	non_diabetic_ED_vs_normal	PLA2G2A	2.84449430152587	7.90784483268114e-06	0.0278880628665795	6	6	6	1	6	5	3	2.72072161157579	3.05890216347559	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	PDE8B	1.9186981767196	1.33864036790576e-05	0.0278880628665795	6	6	6	1	6	5	1	1.79459342251447	2.03046905126059	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	SMOC1	1.84050629827272	1.64065503101432e-05	0.0278880628665795	6	6	6	1	6	5	1	1.73883168791423	1.95117899738921	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	PDE3B	2.98066489232656	1.74237082547782e-05	0.0278880628665795	6	6	6	1	6	4	2	2.61666354824965	3.18481251488689	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	CA2	2.8807877634505	1.82231582170378e-05	0.0278880628665795	6	6	6	1	6	4	2	2.69798553836702	3.1263395449612	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	UG0898H09	3.96669112902388	1.88424474708681e-05	0.0278880628665795	6	6	6	1	6	5	1	3.56758552650784	4.38466801498677	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	MECOM	-3.13561627285425	2.12336783034444e-05	0.0278880628665795	6	6	6	1	6	5	1	-3.5024051313946	-2.87716265629574	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	ATP1A2	1.93301609196803	2.3356279860259e-05	0.0278880628665795	6	6	6	1	6	4	2	1.80055828259038	2.1116063126807	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	RNF165	4.76255103895713	2.39661295776606e-05	0.0278880628665795	6	6	6	1	6	4	1	4.3186848519371	5.19406476775735	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	NR4A2	1.98705253193218	2.52638539420325e-05	0.0278880628665795	6	6	6	1	6	4	1	1.73313520031222	2.11793277023991	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
