cell_type	comparison	gene_symbol	full_logFC	full_PValue	full_FDR	n_lodo_runnable	n_lodo_gene_tested	n_lodo_same_direction	fraction_lodo_same_direction	n_lodo_nominal_0_05	n_lodo_FDR_0_10	n_lodo_FDR_0_05	min_lodo_logFC	max_lodo_logFC	leave_out_donors	stable_direction_all_lodo	gene_tested_all_lodo	stable_tested_direction_all_lodo	stable_direction_min_80pct	retained_nominal_signal_any_lodo
Fibroblast	non_diabetic_ED_vs_normal	NPR3	-1.89594888129302	2.54221174718136e-05	0.0278880628665795	6	6	6	1	6	4	2	-2.06761250356611	-1.77811688175506	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	RGS7BP	3.00798715402783	2.9346711705516e-05	0.0300471198915543	6	6	6	1	6	4	1	2.78340863885792	3.24722556808951	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	BRSK2	2.78267414151552	3.3421290709343e-05	0.0320802614196306	6	6	6	1	6	3	1	2.61214070943893	2.98191646222054	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	COL4A6	1.99045118638524	3.92047326553098e-05	0.0354180167129558	6	6	6	1	6	3	1	1.85133858346997	2.2290404657376	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	EFNB2	1.7773255479434	4.33327643347061e-05	0.0355098403662652	6	6	6	1	6	3	1	1.61746456507773	1.96395859882555	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	HMCN2	1.72457600884228	4.3930652881823e-05	0.0355098403662652	6	6	6	1	6	4	1	1.51938669648756	1.83157419577073	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	C8orf34	2.62682564119304	4.72277157429762e-05	0.0362661629190315	6	6	6	1	6	3	1	2.49502278205404	2.76135774153742	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	RORB	2.90237329019763	5.30341400556483e-05	0.0379717519914702	6	6	6	1	6	3	2	2.42615780513185	3.1929746489393	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	TYMS	-2.3808556083744	5.43937064599781e-05	0.0379717519914702	6	6	6	1	6	4	1	-2.53256670569044	-2.14416069613977	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	HOTAIR	3.0968399219181	6.04054288276002e-05	0.0388481637518955	6	6	6	1	6	5	1	2.86167198687444	3.69438055092994	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	PDK4	3.09036533633312	6.07081605707443e-05	0.0388481637518955	6	6	6	1	6	4	2	2.74100914480758	3.5526047703709	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	COL4A5	1.59564695918892	7.04122703869094e-05	0.0422828157926761	6	6	6	1	6	2	1	1.41091969925591	1.72995641196884	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	KLHL15	1.9949248572695	7.1597401979194e-05	0.0422828157926761	6	6	6	1	6	2	1	1.78238045897069	2.15332173421613	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	DUSP8	3.15190390074915	7.4334941164361e-05	0.0422828157926761	6	6	6	1	6	4	1	2.6766313154015	3.50353413862305	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	BHLHE22	-2.61829534014294	8.2044459191584e-05	0.0441806582223546	6	6	6	1	6	3	1	-2.76844005164499	-2.27948542888368	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	CBLN4	4.04051796608571	8.93453436971767e-05	0.0441806582223546	6	6	6	1	6	2	1	3.64962725123148	4.42225300406065	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	MSI1	3.76399708657817	8.9345932748195e-05	0.0441806582223546	6	6	6	1	6	3	1	3.47704308423543	4.21399547484539	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	DUSP5	3.56953359202299	9.33638133746861e-05	0.0441806582223546	6	6	6	1	6	2	2	3.156810930949	3.96105118179806	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	SCUBE2	2.78151148296737	9.42907145943318e-05	0.0441806582223546	6	6	6	1	6	3	1	2.24459611689679	3.05012072383845	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	HOOK1	2.83199220647262	9.49317438037311e-05	0.0441806582223546	6	6	6	1	6	2	1	2.41773437275908	3.17704750245547	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	ENTPD2	1.94525717321629	9.83451425218422e-05	0.0444230793779545	6	6	6	1	6	3	1	1.79933683001339	2.25417968285517	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	DAZL	3.44166929104611	0.000102469288815318	0.0447159845428638	6	6	6	1	6	2	1	3.02399062653979	3.76197107273904	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	SRF	1.70341370713858	0.000104816736784939	0.0447159845428638	6	6	6	1	6	2	1	1.42270314338985	1.8799212242984	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	LINC00632	-2.31004659170354	0.000110189816741789	0.0457377082573078	6	6	6	1	6	2	1	-2.62352223059701	-2.06614373152138	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	LRRC17	2.14734235570434	0.000118562923367243	0.0469652215971461	6	6	6	1	6	1	1	1.94035525898986	2.49269597302326	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	TCEAL6	2.2210894644087	0.000127055395085322	0.0469652215971461	6	6	6	1	6	3	1	1.98961505495662	2.47625827275193	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	CNTNAP4	-2.59835585394678	0.00012835772841622	0.0469652215971461	6	6	6	1	6	2	1	-2.81399036311697	-2.39785253132922	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	ADAMTS1	3.16340268606135	0.000129817250716491	0.0469652215971461	6	6	6	1	6	3	2	2.83567102023091	3.81752605078137	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	GNAO1	2.74531369291407	0.000130585698130851	0.0469652215971461	6	6	6	1	6	2	1	2.19362444930303	2.98678719941746	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	IGSF21	2.53046482488267	0.0001314952812005	0.0469652215971461	6	6	6	1	6	3	2	2.22802368413468	3.09355044421369	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	C1QL4	-3.99508353896508	0.000148581941547417	0.0515616735673313	6	6	6	1	6	2	0	-5.1977647458842	-3.53360648750197	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	NR4A1	2.86123343591293	0.000151079262308237	0.0515616735673313	6	6	6	1	6	3	2	2.57346862093022	3.43613339926775	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	TF	2.75712700541327	0.000154925063313194	0.0517247635296529	6	6	6	1	6	2	1	2.37808294056808	3.13528713934995	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	NR4A3	4.11810891305032	0.000161629637737671	0.052675461848327	6	6	6	1	6	3	1	3.32867050128591	4.67314413220602	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	SRRM4	3.68836692104182	0.000164632254767528	0.052675461848327	6	6	6	1	6	1	1	2.9212748517771	4.40784833538825	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	RSPO2	2.19385062846871	0.000169483147227603	0.0531208607167659	6	6	6	1	6	1	1	1.99369154863541	2.49068545574101	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	NCALD	2.97838405938791	0.000177707310709637	0.0545845775575721	6	6	6	1	6	2	2	2.495982648024	3.35441414928412	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	SRD5A2	2.35845799391209	0.000186207573539312	0.0560740375375833	6	6	6	1	6	2	1	2.10198192307432	2.93958904460054	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	GBP1	2.52122196369708	0.000196794088800764	0.0571093581541006	6	6	6	1	6	2	2	2.26926722304519	3.14270885568172	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	HAND2	-1.53789538257984	0.000197927690526607	0.0571093581541006	6	6	6	1	6	2	0	-1.7499030057511	-1.37590499866937	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	LCN12	2.97278024355151	0.00020731766595118	0.0571093581541006	6	6	6	1	6	1	1	2.75594170538007	3.29813848465753	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	IER5L	-1.5836917060537	0.000208570080551101	0.0571093581541006	6	6	6	1	6	2	1	-1.78164609944429	-1.45846079109839	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	TMEM255A	-2.15793775744167	0.000210525371907348	0.0571093581541006	6	6	6	1	6	2	0	-2.39796720983289	-1.99671802144592	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	GREM1	-8.14527908542142	0.000211956857324114	0.0571093581541006	6	6	6	1	6	2	0	-10.8631808397319	-5.75328695989607	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	RUNX2	-1.59232903710366	0.000223370243794216	0.0586310919537048	6	6	6	1	6	1	0	-1.67692188768193	-1.50071050170085	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	TLE1	1.33799489371879	0.000225239902674084	0.0586310919537048	6	6	6	1	6	2	0	1.17286862721385	1.45767476651776	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	GPR68	-2.60095878290842	0.000234296640240912	0.0589969567413744	6	6	6	1	6	1	1	-2.95923115871862	-2.2537056144415	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	BASP1	-2.73394423770502	0.000239958400816791	0.0589969567413744	6	6	6	1	6	2	1	-3.2310503172469	-2.38392232145582	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	ABCB11	4.85505012981029	0.000239977798590504	0.0589969567413744	6	6	6	1	6	2	1	3.94700151748127	5.65781986779658	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	RASGEF1B	-1.55958532577972	0.000244604074366467	0.0589969567413744	6	6	6	1	6	1	1	-1.65310218548879	-1.47190460195541	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
Fibroblast	non_diabetic_ED_vs_normal	DSCR8	3.40388566272025	0.000246656679053368	0.0589969567413744	6	6	6	1	6	2	0	3.05078117931821	4.24722460261492	ED1,ED2,ED3,N1,N2,N3	TRUE	TRUE	TRUE	TRUE	TRUE
