cell_type	comparison	gene_symbol	full_logFC	full_PValue	full_FDR	n_lodo_runnable	n_lodo_gene_tested	n_lodo_same_direction	fraction_lodo_same_direction	n_lodo_nominal_0_05	n_lodo_FDR_0_10	n_lodo_FDR_0_05	min_lodo_logFC	max_lodo_logFC	leave_out_donors	stable_direction_all_lodo	gene_tested_all_lodo	stable_tested_direction_all_lodo	stable_direction_min_80pct	retained_nominal_signal_any_lodo	direction	program_ids	has_curated_program
Mural	diabetic_ED_vs_normal	NR4A3	4.67005139925669	9.23960656959412e-05	0.0417670389148131	3	3	3	1.0	3	0	0	4.37691868023651	5.36468375688853	N1,N2,N3	True	True	True	True	True	up_in_ED	immediate_early_stress	True
Mural	diabetic_ED_vs_normal	MAP3K7CL	2.38814383147254	9.93602889307232e-05	0.043043705167197	3	3	3	1.0	3	1	0	2.30207883767334	2.64669917387876	N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	GSC	-2.61605131725057	7.17631125204713e-07	0.0075136225811442	8	8	8	1.0	8	8	7	-2.73884171437412	-2.40105228154218	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	DNAH11	-4.05046752738064	1.4157947203965e-06	0.0075136225811442	8	8	8	1.0	8	8	7	-4.62106375524694	-3.67488984116442	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	GGT5	-2.16208910719408	3.60436697648672e-06	0.01275225036281	8	8	8	1.0	8	8	7	-2.39497700412152	-1.81211387158014	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	PGAM2	1.64511453187179	6.53372463260175e-06	0.0165435315241013	8	8	8	1.0	8	8	6	1.55742049096187	1.73749121331123	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	CA3	-1.61979852870339	8.80974654016312e-06	0.0165435315241013	8	8	8	1.0	8	8	6	-1.72136435502554	-1.47249873894708	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	HIC1	-1.67604282438372	9.35191154556322e-06	0.0165435315241013	8	8	8	1.0	8	8	7	-1.80626057894625	-1.45227953491855	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	CSGALNACT1	-2.01026664321072	1.13412702812831e-05	0.0171043739925219	8	8	8	1.0	8	8	6	-2.15836488141678	-1.68063116668408	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	GUCY1A2	-1.9337334368287	1.42555324893181e-05	0.0171043739925219	8	8	8	1.0	8	8	5	-2.09278777316217	-1.81944951391047	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED	endothelial_no_angiogenesis,smooth_muscle_contractility	True
Mural	organic_ED_vs_normal	MYOZ1	1.69411254534578	1.45034262231673e-05	0.0171043739925219	8	8	8	1.0	8	8	6	1.60971159817235	1.79090679467382	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	ZEB2	-1.17206030931234	1.68963758576189e-05	0.0179338133352767	8	8	8	1.0	8	8	5	-1.26134964840355	-1.06442673377027	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	ADAMTSL2	-2.65830137672194	2.14146060674986e-05	0.0182580545991257	8	8	8	1.0	8	8	5	-2.84581302078531	-2.56335212379631	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	STEAP4	-2.39886172939268	2.4293754215966e-05	0.0182580545991257	8	8	8	1.0	8	8	5	-2.63968323461279	-2.06006137505978	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	HGF	-2.05946193814704	2.45100735443022e-05	0.0182580545991257	8	8	8	1.0	8	8	6	-2.23665152521645	-1.9189954755135	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	PTGS2	1.76751950117669	2.59936200562383e-05	0.0182580545991257	8	8	8	1.0	8	7	5	1.63420150051438	1.89597733417748	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	RP11-631N16.2	-2.0522873425948	2.66534791234255e-05	0.0182580545991257	8	8	8	1.0	8	8	6	-2.29697575781537	-1.73172291794032	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	NEURL1B	-1.07690131879216	2.75229765956294e-05	0.0182580545991257	8	8	8	1.0	8	7	5	-1.17134227663606	-1.00997291397622	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	EMX2OS	-1.6976162074872	4.06230833061455e-05	0.0245068472009816	8	8	8	1.0	8	8	4	-1.84269268947399	-1.54508204909626	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	PROS1	-1.39975587867716	4.43500523929495e-05	0.0245068472009816	8	8	8	1.0	8	7	5	-1.54081242363295	-1.18013992219654	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	LSP1	-1.82648071651885	4.65601509775119e-05	0.0245068472009816	8	8	8	1.0	8	7	4	-2.03521855322813	-1.57062271175254	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	SASH1	-1.30392380254545	4.95416529433348e-05	0.0245068472009816	8	8	8	1.0	8	8	3	-1.43297284040719	-1.21716632604231	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	NTN4	1.26495521911628	5.00175656097973e-05	0.0245068472009816	8	8	8	1.0	8	7	5	1.1557718520191	1.35024241921445	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	DAAM1	-1.81333945292011	5.07961784832858e-05	0.0245068472009816	8	8	8	1.0	8	8	5	-2.03091803491565	-1.33727870497897	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	BTC	2.89258305835875	5.37289004639329e-05	0.0247947195445298	8	8	8	1.0	8	6	5	2.59579604424955	3.08684322052943	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	CGNL1	-1.94431090404553	5.69033813393024e-05	0.0251655203973065	8	8	8	1.0	8	7	4	-2.13450724193744	-1.52192263651581	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	LYNX1	1.39867089631628	5.98476496751589e-05	0.0254089181460855	8	8	8	1.0	8	7	4	1.33107685600791	1.46491884023623	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	RHOD	1.46141498361701	6.42024151818411e-05	0.0262094013361562	8	8	8	1.0	8	7	4	1.36312061140299	1.67932055494816	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	CARNS1	1.99693192637557	7.37488552314872e-05	0.0289914944232224	8	8	8	1.0	8	7	4	1.81331016350478	2.14918904327152	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	COLEC11	-2.73729142847488	8.13783729346202e-05	0.030848216083145	8	8	8	1.0	8	6	3	-3.09024405301116	-2.36501968401494	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	MAMDC2	-1.36555543959322	8.58565730489137e-05	0.0314235057359024	8	8	8	1.0	8	7	3	-1.48472273210582	-1.16062527757863	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	CYR61	2.16519819618929	9.71292276084395e-05	0.0335932596756764	8	8	8	1.0	8	6	4	1.92026032942468	2.70111722680619	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED	immediate_early_stress,tgfb_wnt_hippo	True
Mural	organic_ED_vs_normal	KCNMB1	1.2566623186827	9.8877762244552e-05	0.0335932596756764	8	8	8	1.0	8	7	2	1.10324512563268	1.40239471607601	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED	smooth_muscle_contractility	True
Mural	organic_ED_vs_normal	MCC	-1.72170651830828	0.0001012798482779	0.0335932596756764	8	8	8	1.0	8	7	1	-1.9490749333109	-1.39149403850989	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	SLC38A1	1.72789597994865	0.0001131116373559	0.0363808157241242	8	8	8	1.0	8	6	2	1.52038921080417	1.98935247796702	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	NCKAP5	-1.73504373496732	0.0001231960372345	0.0375859396222189	8	8	8	1.0	8	7	1	-1.95468042064092	-1.54201755735637	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	DUSP5	3.52099276849004	0.0001239408221949	0.0375859396222189	8	8	8	1.0	8	6	2	3.3150960606084	3.70467183815259	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED	immediate_early_stress	True
Mural	organic_ED_vs_normal	FMOD	-2.22728560902177	0.0001470922070916	0.0412512815209784	8	8	8	1.0	8	6	1	-2.60972487730203	-1.70186849005654	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	IGFBP5	-1.48314703942641	0.0001477734839896	0.0412512815209784	8	8	8	1.0	8	7	2	-1.69392806454052	-1.31883098700034	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	PDLIM5	1.01218477549189	0.0001508540194393	0.0412512815209784	8	8	8	1.0	8	7	2	0.949009425332922	1.0788336593118	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	HSPB8	1.9276254606075	0.0001551280646369	0.0412512815209784	8	8	8	1.0	8	6	4	1.63604296914898	2.23988070569625	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED	immediate_early_stress	True
Mural	organic_ED_vs_normal	CLSTN2	-2.45398665319931	0.0001569604596259	0.0412512815209784	8	8	8	1.0	8	6	3	-2.76170991068208	-2.11442711348439	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	SLC44A2	1.09476649766221	0.0001593463861277	0.0412512815209784	8	8	8	1.0	8	6	1	0.966449437559339	1.18720818165498	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	GBGT1	-1.72404096091694	0.0001636943079391	0.0413678901063316	8	8	8	1.0	8	6	1	-1.83786223237177	-1.56980098937223	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	KCNJ8	-1.60589442315719	0.0001870003194808	0.0448483430467299	8	8	8	1.0	8	6	2	-1.75425149264754	-1.44339402388368	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	SGCA	0.838907937870099	0.0001903272420692	0.0448483430467299	8	8	8	1.0	8	7	0	0.810660274563015	0.867599270413862	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	IFI27	2.10688437802503	0.0001910730926605	0.0448483430467299	8	8	8	1.0	8	6	2	1.77784490194704	2.39268640613899	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	CADM1	-1.40066673244158	0.0001943681722394	0.0448483430467299	8	8	8	1.0	8	6	1	-1.60454500785029	-1.1528738796521	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	PDGFRB	-0.947834118887109	0.0002041558791689	0.0457913504244175	8	8	8	1.0	8	7	1	-1.04986097986884	-0.744942191754756	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	KCNA5	2.13114126772717	0.000210299468229	0.0457913504244175	8	8	8	1.0	8	6	1	1.77945982502548	2.85299194616534	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	LDOC1	1.51268898214831	0.0002164667183561	0.0457913504244175	8	8	8	1.0	8	6	1	1.35102192769254	1.82760509382163	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	RP3-525N10.2	-2.17563766649261	0.0002263502938291	0.0457913504244175	8	8	8	1.0	8	6	1	-2.32987682570442	-1.99167359982394	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	JPH4	-2.305035524016	0.0002278520417784	0.0457913504244175	8	8	8	1.0	8	6	1	-2.50911356882676	-2.06349776982122	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	NRP1	-0.905688892226481	0.0002283432038901	0.0457913504244175	8	8	8	1.0	8	7	0	-0.966926381718444	-0.79156993982727	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	RALGPS2	-1.6151135766592	0.0002294814184827	0.0457913504244175	8	8	8	1.0	8	6	1	-1.78636837842181	-1.42256027789224	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	REM1	-1.29109571827883	0.000232968995941	0.0457913504244175	8	8	8	1.0	8	6	1	-1.44719517901846	-0.951529844467851	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	LCLAT1	1.1733685669538	0.0002375462109839	0.0458420996978903	8	8	8	1.0	8	6	0	1.0586128444137	1.26021808895261	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	CD44	-1.36778124096295	0.0002514203017188	0.0476379047138343	8	8	8	1.0	8	6	0	-1.65649811779416	-1.0631124423605	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	KCNT2	-1.77460269335341	0.0002662931275823	0.0476379047138343	8	8	8	1.0	8	6	1	-2.00517441484797	-1.62494565695888	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	CASC15	-1.35854210275601	0.0002665613811653	0.0476379047138343	8	8	8	1.0	8	5	1	-1.54645791090795	-1.21969657927136	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	TMEM59L	1.60996422438265	0.0002671438185825	0.0476379047138343	8	8	8	1.0	8	6	1	1.42212288842249	1.7424505391256	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	MASP1	-2.10573985891868	0.0002744287508477	0.0476379047138343	8	8	8	1.0	8	6	1	-2.43995669667872	-1.84785184119425	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	CAP2	0.968226843469442	0.0002800364518395	0.0476379047138343	8	8	8	1.0	8	6	0	0.891930664825349	1.05672220742038	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	MYOM2	1.80639100962287	0.0002801540377452	0.0476379047138343	8	8	8	1.0	8	7	0	1.44222909383247	2.06118256009427	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	PLTP	-1.72086293271725	0.000282757489822	0.0476379047138343	8	8	8	1.0	8	5	2	-1.89653111720756	-1.35735273034246	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	FGF7	-1.62404365244033	0.00029079887456	0.0479554717661819	8	8	8	1.0	8	5	1	-1.89916656823453	-1.27647127785389	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	SH3RF1	-0.965472454493416	0.000296570297351	0.0479554717661819	8	8	8	1.0	8	6	1	-1.05735253018477	-0.896076619533189	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	PHLDB1	-1.01908499765298	0.0002981968283934	0.0479554717661819	8	8	8	1.0	8	5	1	-1.1614669262464	-0.732804547084463	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	CYP1B1	-1.04484639953086	0.0003109456742916	0.0486409711866157	8	8	8	1.0	8	6	1	-1.16526320753813	-0.898032137141372	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	ZNF395	-1.17775907532458	0.0003143301796861	0.0486409711866157	8	8	8	1.0	8	6	0	-1.33672239803704	-1.02869405679762	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
Mural	organic_ED_vs_normal	COL1A1	-1.8454805684873	0.0003162075571769	0.0486409711866157	8	8	8	1.0	8	4	1	-2.22678538064865	-1.4638539724948	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED	ecm_fibrosis	True
Mural	organic_ED_vs_normal	ENTPD1	1.14829420919238	0.000339046182955	0.0489504772281682	8	8	8	1.0	8	6	0	0.916108964838073	1.42280341340922	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	RERGL	1.08869233815355	0.0003393201149507	0.0489504772281682	8	8	8	1.0	8	4	1	0.964952014696589	1.23215681179824	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	KIAA1671	1.29381480312251	0.0003403646170508	0.0489504772281682	8	8	8	1.0	8	6	0	1.11412249288781	1.4912729941764	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	HABP4	0.894055348576414	0.0003406552279343	0.0489504772281682	8	8	8	1.0	8	6	1	0.820925337999145	1.01311029468139	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	CRIP2	0.893722470487493	0.000341279000837	0.0489504772281682	8	8	8	1.0	8	5	0	0.859500473311338	0.972260737825143	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	up_in_ED		False
Mural	organic_ED_vs_normal	EPB41L4A-AS1	-0.856025971367938	0.0003530757253902	0.0499672766572255	8	8	8	1.0	8	4	0	-0.914667325087765	-0.774151871530156	DMED1,DMED2,ED1,ED2,ED3,N1,N2,N3	True	True	True	True	True	down_in_ED		False
T_cell	diabetic_ED_vs_normal	PCP4	3.53207218488555	1.29594685204772e-05	0.0401197838214589	3	3	3	1.0	3	1	1	3.37463881566162	3.92391718957567	N1,N2,N3	True	True	True	True	True	up_in_ED		False
T_cell	diabetic_ED_vs_normal	HLA-DQA2	-9.01262271392592	1.38816149617206e-05	0.0401197838214589	3	3	3	1.0	3	3	1	-9.45168580162057	-8.61052572926601	N1,N2,N3	True	True	True	True	True	down_in_ED	inflammation_antigen_presentation	True
T_cell	diabetic_ED_vs_normal	LMNA	2.55702833722339	1.57902690151259e-05	0.0401197838214589	3	3	3	1.0	3	2	0	2.35669956428473	2.74177788733412	N1,N2,N3	True	True	True	True	True	up_in_ED		False
T_cell	diabetic_ED_vs_normal	HSPB8	3.25128899174706	1.94756232143004e-05	0.0401197838214589	3	3	3	1.0	3	2	0	3.10071287050396	3.47628032481483	N1,N2,N3	True	True	True	True	True	up_in_ED	immediate_early_stress	True
