group	names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group	pct_nz_reference
2	SERPINF1	43.052258	2.1504633	0.0	0.0	0.988997555012225	0.553382689201938
2	DPT	42.886017	2.143091	0.0	0.0	0.8895680521597392	0.3970962119637346
2	MT-ND1	42.344337	1.1056457	0.0	0.0	0.9930725346373268	0.9713139001263211
2	CD81	42.291462	0.9503366	0.0	0.0	0.9995925020374898	0.9656214522138186
2	ANXA1	42.094955	1.2276518	0.0	0.0	0.9820700896495518	0.835702521626505
2	CSTB	41.62413	1.257836	0.0	0.0	0.9286878565607172	0.7120996498185133
2	PPIC	41.595688	1.7687094	0.0	0.0	0.7811735941320294	0.42563840163737826
2	COL14A1	41.3425	1.8732711	0.0	0.0	0.9074979625101874	0.4695470026703337
2	DDAH2	40.74286	1.3332424	0.0	0.0	0.9319478402607987	0.6791122339660052
2	LRP1	40.632168	1.7301716	0.0	0.0	0.9490627546862266	0.49767345176609795
2	CFH	40.629997	1.9381114	0.0	0.0	0.960880195599022	0.819200818689138
2	CTGF	40.532864	2.1840825	0.0	0.0	0.8439282803585982	0.4941876269208014
2	ATP6V0E1	40.44001	1.0755723	0.0	0.0	0.9445802770986145	0.7769871600121524
2	MT-ATP6	40.11229	1.1718037	0.0	0.0	0.9951100244498777	0.977406098594477
2	CFD	40.08422	2.727807	0.0	0.0	0.9531377343113284	0.7385631366027599
2	SEC61B	39.973183	1.1558207	0.0	0.0	0.9193154034229829	0.7252434480883928
2	LTBP4	39.93586	1.791124	0.0	0.0	0.9747351263243684	0.5904315706998833
2	PRELP	39.920387	1.866664	0.0	0.0	0.887123064384678	0.4498952653544188
2	CRABP2	39.89087	2.4570327	0.0	0.0	0.6572942135289324	0.22760197636674714
2	MRPL51	39.46775	1.3566685	0.0	0.0	0.856560717196414	0.5683333599833704
2	THY1	39.43157	2.7377255	0.0	0.0	0.6140994295028525	0.17987176002174643
2	DHRS3	39.42105	1.6997176	0.0	0.0	0.8243683781581093	0.4325141111946146
2	PCOLCE2	39.0742	2.0291343	0.0	0.0	0.7432762836185819	0.2861414477366124
2	GSN	38.989487	1.7644999	0.0	0.0	0.9987775061124694	0.9451702137865972
2	MT2A	38.929478	1.5689639	0.0	0.0	0.9877750611246944	0.8069364716416956
2	WISP2	38.71443	2.3372004	0.0	0.0	0.689079054604727	0.2540814531732199
2	MT-ND3	38.62028	0.95573443	0.0	0.0	0.9942950285248574	0.9853851196853164
2	SSPN	38.428627	1.5416795	0.0	0.0	0.8883455582722086	0.4888469594972737
2	SSR2	38.27417	1.1242983	0.0	0.0	0.91320293398533	0.7092054557955836
2	FBLN2	38.222286	1.6952534	0.0	0.0	0.8060309698451508	0.3918514846735637
2	MT-CYB	38.168564	0.8035965	0.0	0.0	0.9983700081499592	0.9935560210428692
2	NPC2	38.105434	1.1260834	0.0	0.0	0.9604726976365118	0.7770031500343786
2	FBLN1	38.05634	2.189601	0.0	0.0	0.9853300733496333	0.4882233486304546
2	BLVRB	37.568886	1.3967367	6.92771776474786e-309	1.8610215478276323e-306	0.8223308883455582	0.5196117622603496
2	PI16	37.541023	2.3580704	1.974068418166787e-308	5.239130013900962e-306	0.6654441727791361	0.26076528246374264
2	RCN3	37.048164	1.9316326	1.9223414260717294e-300	5.04111153970334e-298	0.6727791361043195	0.268264602887798
2	PRKCDBP	36.98271	1.2737849	2.1716747724076575e-299	5.627959045481868e-297	0.9074979625101874	0.6396488591119142
2	LGALS3BP	36.949135	1.5421139	7.519835998170706e-299	1.9261272949733057e-296	0.8504482477587612	0.45523593277794655
2	FTH1	36.61064	0.5763465	1.9368893323106646e-293	4.904114737027508e-291	1.0	0.9963542749324421
2	SPARC	36.38377	1.2221682	7.68838568675003e-290	1.9245427262242006e-287	0.9486552567237164	0.7970066678392683
2	GSTP1	36.289032	0.7426773	2.4098928270318544e-288	5.964620134141313e-286	0.9873675631621842	0.9264139177153456
2	APOD	36.268364	2.238786	5.1030954941458394e-288	1.2490109727227174e-285	0.9845150774246129	0.6817026175666384
2	REXO2	36.17551	1.3561751	1.4779197663318946e-286	3.5775402871163706e-284	0.8092909535452323	0.5275588033067365
2	EFEMP2	35.949898	1.5327693	5.080135287338666e-283	1.216361088146697e-280	0.7575387123064384	0.39700027183037784
2	HCFC1R1	35.93738	1.4445906	7.968500698511313e-283	1.867341844540502e-280	0.8133659331703341	0.5074113753018117
2	PRDX1	35.92493	0.8412225	1.2469062618302148e-282	2.891247487957471e-280	0.969437652811736	0.8705767601016965
2	S100A10	35.879375	1.1977259	6.407246674354618e-282	1.4701961431529534e-279	0.993480032599837	0.902764674842898
2	SELM	35.836357	1.0231864	2.999876792254414e-281	6.742988365283698e-279	0.9853300733496333	0.8435376325173092
2	FSTL1	35.714024	1.2857456	2.395157797609934e-279	5.329347067247638e-277	0.8879380603096985	0.6206527127072706
2	RND3	35.67828	1.5448189	8.587274499774428e-279	1.8916048268103112e-276	0.8325183374083129	0.4756711811829418
2	MFAP5	35.665836	2.6074138	1.3389872434892207e-278	2.92031792075055e-276	0.5757946210268948	0.17403540190920866
2	ECM1	35.510677	2.3714466	3.3633835429376314e-276	7.263589478806876e-274	0.5680521597392013	0.16711172228529397
2	OLFML3	35.376926	1.4804497	3.866074147559105e-274	8.268143817711842e-272	0.8431132844335778	0.43033946817186075
2	MFAP4	35.3593	1.6936554	7.214561974346277e-274	1.5280997227971133e-271	0.9527302363488183	0.5396152800652393
2	CYBA	35.35117	1.2998586	9.619188731723798e-274	2.0180141845943987e-271	0.8638956805215974	0.5171652888597515
2	MYDGF	35.344585	1.3167955	1.2143141502002538e-273	2.523482273642565e-271	0.7925835370823145	0.5295895361294553
3	ACKR1	66.39808	6.2058654	0.0	0.0	0.9180327868852459	0.11901778207832997
