cell_type	comparison	gene_symbol	direction	logFC	logCPM	PValue	FDR	n_control_donors	n_disease_donors	control_mean_logCPM	disease_mean_logCPM	disease_minus_control_mean_logCPM	disease_donors_consistent_vs_control_median	disease_fraction_consistent_vs_control_median	disease_donors_beyond_control_range	control_donor_values_logCPM	disease_donor_values_logCPM
Fibroblast	non_diabetic_ED_vs_normal	DACH1	up_in_ED	3.58974039634287	3.18550471781365	0.0003780366365348	0.0597069003405207	3	3	0.26686850457284	3.787915343011497	3.521046838438657	3	1.0	3	N1__Fibroblast:-0.271;N2__Fibroblast:-0.096;N3__Fibroblast:1.167	ED1__Fibroblast:2.261;ED2__Fibroblast:4.952;ED3__Fibroblast:4.151
Fibroblast	non_diabetic_ED_vs_normal	EDIL3	up_in_ED	1.41650232012032	5.91785129451552	0.000380081543214	0.0597069003405207	3	3	4.970769954434657	6.480771698336643	1.5100017439019853	3	1.0	3	N1__Fibroblast:5.209;N2__Fibroblast:5.108;N3__Fibroblast:4.596	ED1__Fibroblast:6.389;ED2__Fibroblast:6.716;ED3__Fibroblast:6.337
Fibroblast	non_diabetic_ED_vs_normal	WNK3	up_in_ED	1.63094639522673	1.89370282305463	0.0003838721477099	0.0597069003405207	3	3	0.809634562489415	2.495791074625427	1.6861565121360118	3	1.0	3	N1__Fibroblast:0.556;N2__Fibroblast:1.174;N3__Fibroblast:0.698	ED1__Fibroblast:2.324;ED2__Fibroblast:2.840;ED3__Fibroblast:2.324
Fibroblast	non_diabetic_ED_vs_normal	MTTP	up_in_ED	2.84491988958365	2.1023375421462	0.0003840138638155	0.0597069003405207	3	3	-0.08734967798310579	2.85294582000315	2.9402954979862557	3	1.0	3	N1__Fibroblast:0.752;N2__Fibroblast:-0.814;N3__Fibroblast:-0.200	ED1__Fibroblast:2.161;ED2__Fibroblast:3.523;ED3__Fibroblast:2.875
Fibroblast	non_diabetic_ED_vs_normal	PHGDH	up_in_ED	1.02797468674853	6.43726823546549	0.0003848797456512	0.0597069003405207	3	3	5.800526034596126	6.888752376309302	1.0882263417131766	3	1.0	3	N1__Fibroblast:5.593;N2__Fibroblast:5.960;N3__Fibroblast:5.849	ED1__Fibroblast:6.635;ED2__Fibroblast:7.029;ED3__Fibroblast:7.003
Fibroblast	non_diabetic_ED_vs_normal	PTPRO	down_in_ED	-3.47989886504223	-0.909652968696859	0.0003893714290475	0.059799664073125	3	3	-0.2693940389297665	-3.7632663527874324	-3.4938723138576657	3	1.0	3	N1__Fibroblast:-0.181;N2__Fibroblast:-0.153;N3__Fibroblast:-0.474	ED1__Fibroblast:-2.901;ED2__Fibroblast:-5.132;ED3__Fibroblast:-3.257
Fibroblast	non_diabetic_ED_vs_normal	PLIN1	up_in_ED	4.423685192412	3.68156513143333	0.0003978733645499	0.0605003874530483	3	3	-0.798221165484937	4.40683899581895	5.205060161303887	3	1.0	3	N1__Fibroblast:-3.640;N2__Fibroblast:0.254;N3__Fibroblast:0.991	ED1__Fibroblast:3.969;ED2__Fibroblast:5.627;ED3__Fibroblast:3.624
Fibroblast	non_diabetic_ED_vs_normal	NAB2	down_in_ED	-1.0378214028369	4.4430029134249	0.0004082181327494	0.0609095050822775	3	3	4.828117573900593	3.858250586329133	-0.9698669875714594	3	1.0	3	N1__Fibroblast:4.751;N2__Fibroblast:4.787;N3__Fibroblast:4.946	ED1__Fibroblast:3.728;ED2__Fibroblast:4.020;ED3__Fibroblast:3.826
Fibroblast	non_diabetic_ED_vs_normal	HOXC11	up_in_ED	2.59057275829431	0.653108668074183	0.0004084958343192	0.0609095050822775	3	3	-1.3162550111570688	1.3967749479886413	2.71302995914571	3	1.0	3	N1__Fibroblast:-2.055;N2__Fibroblast:-0.483;N3__Fibroblast:-1.411	ED1__Fibroblast:1.647;ED2__Fibroblast:1.688;ED3__Fibroblast:0.855
Fibroblast	non_diabetic_ED_vs_normal	TMEM200C	up_in_ED	1.38846089913073	2.4814895330097	0.0004196626232357	0.0619728708428366	3	3	1.584513623627797	3.0193793654212087	1.4348657417934116	3	1.0	3	N1__Fibroblast:1.345;N2__Fibroblast:1.794;N3__Fibroblast:1.615	ED1__Fibroblast:2.641;ED2__Fibroblast:3.130;ED3__Fibroblast:3.287
Fibroblast	non_diabetic_ED_vs_normal	PPP1R1B	up_in_ED	3.37561572481132	1.3567793212083	0.0004252665009457	0.0622023135383351	3	3	-1.7204421484826533	2.062651488564804	3.7830936370474575	3	1.0	3	N1__Fibroblast:-3.640;N2__Fibroblast:-0.814;N3__Fibroblast:-0.707	ED1__Fibroblast:1.044;ED2__Fibroblast:2.217;ED3__Fibroblast:2.927
Fibroblast	non_diabetic_ED_vs_normal	ITPR3	down_in_ED	-1.500985330777	3.17278868404387	0.000433746000351	0.062442302605702	3	3	3.6833940918436014	2.224619151322957	-1.4587749405206445	3	1.0	3	N1__Fibroblast:3.673;N2__Fibroblast:3.888;N3__Fibroblast:3.489	ED1__Fibroblast:2.525;ED2__Fibroblast:2.028;ED3__Fibroblast:2.121
Fibroblast	non_diabetic_ED_vs_normal	RTN1	up_in_ED	2.37647315638088	2.41909046734438	0.0004350388318016	0.062442302605702	3	3	0.7521753564793124	3.0178507599675792	2.2656754034882667	3	1.0	3	N1__Fibroblast:0.608;N2__Fibroblast:0.771;N3__Fibroblast:0.878	ED1__Fibroblast:1.875;ED2__Fibroblast:3.848;ED3__Fibroblast:3.330
Fibroblast	non_diabetic_ED_vs_normal	MAPK12	up_in_ED	2.41965219066859	1.53065005083065	0.0004449282966242	0.0632704516625539	3	3	-0.15542219277250707	2.190641325534085	2.346063518306592	3	1.0	3	N1__Fibroblast:-0.181;N2__Fibroblast:0.065;N3__Fibroblast:-0.350	ED1__Fibroblast:2.666;ED2__Fibroblast:2.519;ED3__Fibroblast:1.387
Fibroblast	non_diabetic_ED_vs_normal	CSRNP3	up_in_ED	1.0067035683581	4.12695465806641	0.00046612985131	0.0656772684075223	3	3	3.4987555764845886	4.569335249307783	1.0705796728231944	3	1.0	3	N1__Fibroblast:3.255;N2__Fibroblast:3.578;N3__Fibroblast:3.663	ED1__Fibroblast:4.360;ED2__Fibroblast:4.758;ED3__Fibroblast:4.590
Fibroblast	non_diabetic_ED_vs_normal	LYZ	down_in_ED	-2.82077678056606	0.136153188105004	0.0004809203403578	0.0671452235201479	3	3	0.65006352848624	-1.8529236734625938	-2.5029872019488337	3	1.0	3	N1__Fibroblast:-0.271;N2__Fibroblast:0.973;N3__Fibroblast:1.248	ED1__Fibroblast:-1.764;ED2__Fibroblast:-1.431;ED3__Fibroblast:-2.364
Fibroblast	non_diabetic_ED_vs_normal	CITED1	up_in_ED	1.58170332473015	2.84061536198801	0.000490454304447	0.0678594343035901	3	3	1.7992495665648096	3.4029350842051804	1.6036855176403708	3	1.0	3	N1__Fibroblast:1.852;N2__Fibroblast:1.993;N3__Fibroblast:1.552	ED1__Fibroblast:2.783;ED2__Fibroblast:3.653;ED3__Fibroblast:3.773
Fibroblast	non_diabetic_ED_vs_normal	SORT1	up_in_ED	1.32416620740551	4.2820244932767	0.0004992857340158	0.0679130286271196	3	3	3.408404354479483	4.813124736573967	1.4047203820944842	3	1.0	3	N1__Fibroblast:3.287;N2__Fibroblast:3.892;N3__Fibroblast:3.047	ED1__Fibroblast:4.430;ED2__Fibroblast:5.096;ED3__Fibroblast:4.914
Fibroblast	non_diabetic_ED_vs_normal	CA3	up_in_ED	3.1919821078099	6.84612020150048	0.0004996856514431	0.0679130286271196	3	3	4.108261845790296	7.686084203931731	3.577822358141435	3	1.0	3	N1__Fibroblast:4.320;N2__Fibroblast:2.720;N3__Fibroblast:5.285	ED1__Fibroblast:7.187;ED2__Fibroblast:8.238;ED3__Fibroblast:7.634
Fibroblast	non_diabetic_ED_vs_normal	SYT1	up_in_ED	3.40113875835302	4.3834344771734	0.0005049412652568	0.0680253329106572	3	3	1.2946061609016926	5.263814364412011	3.969208203510318	3	1.0	3	N1__Fibroblast:-0.271;N2__Fibroblast:3.030;N3__Fibroblast:1.125	ED1__Fibroblast:5.127;ED2__Fibroblast:5.649;ED3__Fibroblast:5.016
Fibroblast	non_diabetic_ED_vs_normal	RENBP	down_in_ED	-1.86917334050877	1.96070675053169	0.0005192649409403	0.069283841810008	3	3	2.534022766424966	0.6839899738414937	-1.8500327925834723	3	1.0	3	N1__Fibroblast:2.275;N2__Fibroblast:2.503;N3__Fibroblast:2.824	ED1__Fibroblast:1.044;ED2__Fibroblast:0.153;ED3__Fibroblast:0.855
Fibroblast	non_diabetic_ED_vs_normal	PSRC1	up_in_ED	1.32809060738809	3.22650414300337	0.0005233054857377	0.069283841810008	3	3	2.369293374905823	3.74683769040985	1.3775443155040268	3	1.0	3	N1__Fibroblast:2.426;N2__Fibroblast:2.271;N3__Fibroblast:2.411	ED1__Fibroblast:3.281;ED2__Fibroblast:4.065;ED3__Fibroblast:3.894
Fibroblast	non_diabetic_ED_vs_normal	EXTL1	up_in_ED	2.96200337402988	-0.858887408219334	0.0005299158792263	0.0695593852406663	3	3	-3.146872709933627	-0.16733769189273462	2.9795350180408926	3	1.0	3	N1__Fibroblast:-2.418;N2__Fibroblast:-4.183;N3__Fibroblast:-2.840	ED1__Fibroblast:-0.579;ED2__Fibroblast:-0.088;ED3__Fibroblast:0.165
Fibroblast	non_diabetic_ED_vs_normal	RP1-34H18.1	up_in_ED	2.56503840309547	3.06806684986967	0.0005672015959172	0.0732471912551534	3	3	1.1432890888809728	3.684944611621821	2.5416555227408484	3	1.0	3	N1__Fibroblast:0.267;N2__Fibroblast:1.732;N3__Fibroblast:1.431	ED1__Fibroblast:2.498;ED2__Fibroblast:4.581;ED3__Fibroblast:3.976
Fibroblast	non_diabetic_ED_vs_normal	GRIK2	up_in_ED	1.84755380650635	1.12486202056884	0.00057293086574	0.0732471912551534	3	3	-0.11054154851130288	1.7482951731249867	1.8588367216362895	3	1.0	3	N1__Fibroblast:-0.096;N2__Fibroblast:0.115;N3__Fibroblast:-0.350	ED1__Fibroblast:1.435;ED2__Fibroblast:2.252;ED3__Fibroblast:1.558
Fibroblast	non_diabetic_ED_vs_normal	LINC01503	down_in_ED	-1.55416948829077	3.06567758788079	0.0005807352577581	0.0732471912551534	3	3	3.5581991632587333	2.0886923750836677	-1.4695067881750656	3	1.0	3	N1__Fibroblast:3.822;N2__Fibroblast:3.257;N3__Fibroblast:3.595	ED1__Fibroblast:1.696;ED2__Fibroblast:2.163;ED3__Fibroblast:2.407
Fibroblast	non_diabetic_ED_vs_normal	ARHGDIB	down_in_ED	-1.32570361538574	5.66548705908464	0.0005826137457079	0.0732471912551534	3	3	6.122922033312199	4.858546008601241	-1.2643760247109581	3	1.0	3	N1__Fibroblast:6.003;N2__Fibroblast:5.911;N3__Fibroblast:6.455	ED1__Fibroblast:4.712;ED2__Fibroblast:4.631;ED3__Fibroblast:5.232
Fibroblast	non_diabetic_ED_vs_normal	PGF	up_in_ED	2.65949177342799	7.1464287935459	0.0005847314310705	0.0732471912551534	3	3	5.141864921256804	7.780242989323792	2.638378068066988	3	1.0	3	N1__Fibroblast:5.223;N2__Fibroblast:5.810;N3__Fibroblast:4.393	ED1__Fibroblast:8.323;ED2__Fibroblast:8.284;ED3__Fibroblast:6.734
Fibroblast	non_diabetic_ED_vs_normal	ZBED3	up_in_ED	1.04394734701877	6.53869010528958	0.0005869365126955	0.0732471912551534	3	3	5.886390236918705	6.992494203185816	1.1061039662671117	3	1.0	3	N1__Fibroblast:5.557;N2__Fibroblast:6.032;N3__Fibroblast:6.070	ED1__Fibroblast:6.703;ED2__Fibroblast:7.244;ED3__Fibroblast:7.030
Fibroblast	non_diabetic_ED_vs_normal	FAT1	down_in_ED	-1.45648326175013	3.94653872614137	0.0005957843579523	0.0732471912551534	3	3	4.42803270597641	3.040101762728984	-1.3879309432474258	3	1.0	3	N1__Fibroblast:4.619;N2__Fibroblast:4.586;N3__Fibroblast:4.079	ED1__Fibroblast:3.281;ED2__Fibroblast:2.851;ED3__Fibroblast:2.988
Fibroblast	non_diabetic_ED_vs_normal	EPHB1	up_in_ED	2.4471462585894	1.54958523926471	0.0005982389266727	0.0732471912551534	3	3	-0.4826688508483247	2.306941802285356	2.7896106531336806	3	1.0	3	N1__Fibroblast:-1.766;N2__Fibroblast:-0.153;N3__Fibroblast:0.471	ED1__Fibroblast:2.143;ED2__Fibroblast:2.781;ED3__Fibroblast:1.996
Fibroblast	non_diabetic_ED_vs_normal	DUSP2	up_in_ED	2.70641243788936	1.57794002688391	0.0006009341123941	0.0732471912551534	3	3	-0.4223731484929167	2.3043489885115154	2.726722137004432	3	1.0	3	N1__Fibroblast:0.330;N2__Fibroblast:-0.483;N3__Fibroblast:-1.114	ED1__Fibroblast:2.578;ED2__Fibroblast:2.720;ED3__Fibroblast:1.615
Fibroblast	non_diabetic_ED_vs_normal	HS6ST3	up_in_ED	1.55818018838608	3.11326668087544	0.0006277905493665	0.0759181673793066	3	3	2.0632909618565645	3.687316385255427	1.6240254233988627	3	1.0	3	N1__Fibroblast:1.894;N2__Fibroblast:2.603;N3__Fibroblast:1.693	ED1__Fibroblast:3.914;ED2__Fibroblast:3.479;ED3__Fibroblast:3.669
Fibroblast	non_diabetic_ED_vs_normal	ANGPT4	up_in_ED	2.34828690237691	3.37179864244144	0.0006328988243312	0.0759379698756208	3	3	1.568492515692548	4.068183939552955	2.4996914238604067	3	1.0	3	N1__Fibroblast:1.433;N2__Fibroblast:0.861;N3__Fibroblast:2.411	ED1__Fibroblast:3.791;ED2__Fibroblast:4.782;ED3__Fibroblast:3.631
Fibroblast	non_diabetic_ED_vs_normal	THBS2	down_in_ED	-1.27723225971361	5.34994843322093	0.0006848670076146	0.0810063594929866	3	3	5.806621106595881	4.56491318979079	-1.2417079168050913	3	1.0	3	N1__Fibroblast:5.784;N2__Fibroblast:5.702;N3__Fibroblast:5.934	ED1__Fibroblast:4.615;ED2__Fibroblast:4.192;ED3__Fibroblast:4.888
Fibroblast	non_diabetic_ED_vs_normal	CRTAC1	down_in_ED	-2.36585766872241	2.01049438752509	0.0006892272437378	0.0810063594929866	3	3	2.602361613350055	0.30338747580736464	-2.2989741375426904	3	1.0	3	N1__Fibroblast:3.083;N2__Fibroblast:2.033;N3__Fibroblast:2.691	ED1__Fibroblast:0.610;ED2__Fibroblast:-0.377;ED3__Fibroblast:0.677
Fibroblast	non_diabetic_ED_vs_normal	KCNA5	up_in_ED	3.63196621192653	1.13992753284076	0.0006909645197018	0.0810063594929866	3	3	-2.23587381261254	1.827515850835918	4.063389663448458	3	1.0	3	N1__Fibroblast:-3.640;N2__Fibroblast:-2.309;N3__Fibroblast:-0.759	ED1__Fibroblast:0.708;ED2__Fibroblast:2.950;ED3__Fibroblast:1.825
Fibroblast	non_diabetic_ED_vs_normal	PHLDA3	down_in_ED	-1.36418244035348	6.8781644676777	0.0007060785026536	0.081697627162762	3	3	7.361142435174396	6.0269236268158295	-1.3342188083585667	3	1.0	3	N1__Fibroblast:7.293;N2__Fibroblast:7.253;N3__Fibroblast:7.537	ED1__Fibroblast:5.998;ED2__Fibroblast:5.640;ED3__Fibroblast:6.442
Fibroblast	non_diabetic_ED_vs_normal	PLIN5	up_in_ED	2.58861232326184	2.99812951369847	0.0007074999617559	0.081697627162762	3	3	1.0965543457400886	3.5821044844760785	2.4855501387359897	3	1.0	3	N1__Fibroblast:0.608;N2__Fibroblast:1.077;N3__Fibroblast:1.604	ED1__Fibroblast:3.328;ED2__Fibroblast:4.725;ED3__Fibroblast:2.694
Fibroblast	non_diabetic_ED_vs_normal	RP3-510D11.2	down_in_ED	-1.91973109162759	0.656173575679724	0.0007175495745933	0.0822397490045113	3	3	1.2168016227408727	-0.7176514610168172	-1.9344530837576899	3	1.0	3	N1__Fibroblast:0.965;N2__Fibroblast:1.451;N3__Fibroblast:1.234	ED1__Fibroblast:-1.135;ED2__Fibroblast:-0.884;ED3__Fibroblast:-0.133
Fibroblast	non_diabetic_ED_vs_normal	FAM169A	up_in_ED	2.48401045082569	0.600401720708412	0.0007257945309304	0.0822449762640724	3	3	-1.3610220417275993	1.3191412807015666	2.680163322429166	3	1.0	3	N1__Fibroblast:-2.418;N2__Fibroblast:-0.483;N3__Fibroblast:-1.183	ED1__Fibroblast:1.253;ED2__Fibroblast:1.923;ED3__Fibroblast:0.781
Fibroblast	non_diabetic_ED_vs_normal	LINC00475	down_in_ED	-1.61619612186484	2.72645247875452	0.0007283055587911	0.0822449762640724	3	3	3.244915635860122	1.6749788019049425	-1.5699368339551796	3	1.0	3	N1__Fibroblast:3.458;N2__Fibroblast:3.364;N3__Fibroblast:2.913	ED1__Fibroblast:1.519;ED2__Fibroblast:1.376;ED3__Fibroblast:2.131
Fibroblast	non_diabetic_ED_vs_normal	SLITRK5	up_in_ED	2.2527342899462	1.87501450098079	0.0007531871621442	0.0839248423565769	3	3	0.11641662300485729	2.5428105134732433	2.426393890468386	3	1.0	3	N1__Fibroblast:-0.977;N2__Fibroblast:0.536;N3__Fibroblast:0.791	ED1__Fibroblast:1.957;ED2__Fibroblast:2.490;ED3__Fibroblast:3.181
Fibroblast	non_diabetic_ED_vs_normal	TSHR	up_in_ED	2.60148953775436	1.6082579522371	0.0007541104470118	0.0839248423565769	3	3	-0.4742769298608727	2.3183133291084115	2.7925902589692844	3	1.0	3	N1__Fibroblast:-1.318;N2__Fibroblast:0.708;N3__Fibroblast:-0.812	ED1__Fibroblast:1.519;ED2__Fibroblast:2.603;ED3__Fibroblast:2.834
Fibroblast	non_diabetic_ED_vs_normal	PDE6B	up_in_ED	2.09175407963894	0.859092885351944	0.0007671267095838	0.084759223063225	3	3	-0.6039941055505079	1.5195299499527533	2.1235240555032613	3	1.0	3	N1__Fibroblast:-0.367;N2__Fibroblast:-1.013;N3__Fibroblast:-0.432	ED1__Fibroblast:1.435;ED2__Fibroblast:2.048;ED3__Fibroblast:1.075
Fibroblast	non_diabetic_ED_vs_normal	SPRY1	down_in_ED	-1.01219711000007	7.19358347856316	0.0007733136444854	0.0848325068000526	3	3	7.574018118574913	6.628686950192242	-0.9453311683826708	3	1.0	3	N1__Fibroblast:7.449;N2__Fibroblast:7.835;N3__Fibroblast:7.438	ED1__Fibroblast:6.552;ED2__Fibroblast:6.668;ED3__Fibroblast:6.666
Fibroblast	non_diabetic_ED_vs_normal	IL1R2	up_in_ED	2.19431592691592	1.18259777270226	0.0007879141141872	0.0858211699694195	3	3	-0.3577624634980499	1.8434406125715885	2.2012030760696386	3	1.0	3	N1__Fibroblast:-0.470;N2__Fibroblast:0.209;N3__Fibroblast:-0.812	ED1__Fibroblast:2.034;ED2__Fibroblast:2.303;ED3__Fibroblast:1.193
Fibroblast	non_diabetic_ED_vs_normal	SH2D4A	down_in_ED	-1.06473450674681	3.81889541671151	0.0008109899842273	0.0868916631378591	3	3	4.198429678324694	3.2135450699703907	-0.9848846083543035	3	1.0	3	N1__Fibroblast:3.732;N2__Fibroblast:4.406;N3__Fibroblast:4.458	ED1__Fibroblast:3.165;ED2__Fibroblast:3.247;ED3__Fibroblast:3.228
Fibroblast	non_diabetic_ED_vs_normal	GPR27	up_in_ED	1.69812567693692	2.4098157081815	0.0008122723209004	0.0868916631378591	3	3	1.2154304985175604	3.01847857543993	1.8030480769223696	3	1.0	3	N1__Fibroblast:0.658;N2__Fibroblast:1.221;N3__Fibroblast:1.768	ED1__Fibroblast:3.156;ED2__Fibroblast:3.273;ED3__Fibroblast:2.626
Fibroblast	non_diabetic_ED_vs_normal	DCT	up_in_ED	1.91062383326241	0.119688004794858	0.0008153558625516	0.0868916631378591	3	3	-1.1620553785850756	0.7420079851974447	1.9040633637825204	3	1.0	3	N1__Fibroblast:-0.977;N2__Fibroblast:-1.013;N3__Fibroblast:-1.496	ED1__Fibroblast:0.505;ED2__Fibroblast:0.890;ED3__Fibroblast:0.831
Fibroblast	non_diabetic_ED_vs_normal	PDE4D	up_in_ED	1.57220744914236	4.23863316051957	0.0008203731706595	0.0868916631378591	3	3	3.1239325048168536	4.838549649492712	1.714617144675858	3	1.0	3	N1__Fibroblast:2.563;N2__Fibroblast:3.955;N3__Fibroblast:2.854	ED1__Fibroblast:4.889;ED2__Fibroblast:4.737;ED3__Fibroblast:4.889
Fibroblast	non_diabetic_ED_vs_normal	ZNF280B	up_in_ED	2.5709906785487	1.27595621889927	0.0008305120860123	0.0872887065622818	3	3	-0.6505777770610595	1.9167218458907118	2.5672996229517713	3	1.0	3	N1__Fibroblast:-0.977;N2__Fibroblast:-0.910;N3__Fibroblast:-0.065	ED1__Fibroblast:1.253;ED2__Fibroblast:2.940;ED3__Fibroblast:1.558
Fibroblast	non_diabetic_ED_vs_normal	GH1	up_in_ED	1.68523321983793	1.09860687932547	0.0008416890870797	0.0872887065622818	3	3	-0.058209882238153245	1.70928131113169	1.7674911933698432	3	1.0	3	N1__Fibroblast:-0.470;N2__Fibroblast:0.461;N3__Fibroblast:-0.165	ED1__Fibroblast:1.766;ED2__Fibroblast:1.834;ED3__Fibroblast:1.528
Fibroblast	non_diabetic_ED_vs_normal	HOXC8	up_in_ED	2.56105138272256	0.225368142952502	0.0008478386211723	0.0872887065622818	3	3	-2.0153458851711843	0.9841003639197788	2.9994462490909632	3	1.0	3	N1__Fibroblast:-3.640;N2__Fibroblast:-0.910;N3__Fibroblast:-1.496	ED1__Fibroblast:1.081;ED2__Fibroblast:1.277;ED3__Fibroblast:0.594
Fibroblast	non_diabetic_ED_vs_normal	CNTN5	up_in_ED	3.00699969856569	-0.876512838857474	0.0008505048782026	0.0872887065622818	3	3	-3.078055750777818	-0.17084791439012445	2.907207836387694	3	1.0	3	N1__Fibroblast:-2.055;N2__Fibroblast:-2.961;N3__Fibroblast:-4.218	ED1__Fibroblast:-0.579;ED2__Fibroblast:0.153;ED3__Fibroblast:-0.087
Fibroblast	non_diabetic_ED_vs_normal	TRMT10A	up_in_ED	1.25732868681785	3.27336383067379	0.0008557634703667	0.0872887065622818	3	3	2.4649084527650915	3.7687616954280982	1.3038532426630067	3	1.0	3	N1__Fibroblast:2.210;N2__Fibroblast:2.475;N3__Fibroblast:2.710	ED1__Fibroblast:3.575;ED2__Fibroblast:4.228;ED3__Fibroblast:3.504
Fibroblast	non_diabetic_ED_vs_normal	CCL3	down_in_ED	-2.42636731677021	-0.626190380464478	0.0008662593389791	0.0872887065622818	3	3	-0.11522830406846533	-2.3274568443900163	-2.212228540321551	3	1.0	3	N1__Fibroblast:-0.470;N2__Fibroblast:0.065;N3__Fibroblast:0.060	ED1__Fibroblast:-2.416;ED2__Fibroblast:-1.672;ED3__Fibroblast:-2.894
Fibroblast	non_diabetic_ED_vs_normal	NUDT10	up_in_ED	1.29649105990287	3.6955742880854	0.0008717832487611	0.0872887065622818	3	3	2.8402083112920287	4.213753562776442	1.3735452514844133	3	1.0	3	N1__Fibroblast:2.758;N2__Fibroblast:3.311;N3__Fibroblast:2.451	ED1__Fibroblast:4.310;ED2__Fibroblast:4.065;ED3__Fibroblast:4.266
Fibroblast	non_diabetic_ED_vs_normal	LINC00890	down_in_ED	-3.07264016927246	1.35025916819528	0.0008726464464612	0.0872887065622818	3	3	2.047570777310787	-1.4293966018335464	-3.476967379144334	3	1.0	3	N1__Fibroblast:2.382;N2__Fibroblast:2.436;N3__Fibroblast:1.324	ED1__Fibroblast:-2.901;ED2__Fibroblast:-1.431;ED3__Fibroblast:0.044
Fibroblast	non_diabetic_ED_vs_normal	DUSP10	up_in_ED	1.32390302452317	2.44116526961035	0.0008765805067149	0.0872887065622818	3	3	1.5932785923906618	2.9576460598328294	1.3643674674421675	3	1.0	3	N1__Fibroblast:1.433;N2__Fibroblast:1.794;N3__Fibroblast:1.552	ED1__Fibroblast:2.838;ED2__Fibroblast:3.348;ED3__Fibroblast:2.687
Fibroblast	non_diabetic_ED_vs_normal	MARCH9	up_in_ED	0.999304738385935	3.56855750550724	0.0008830282539312	0.0872887065622818	3	3	2.947401668254581	4.001128063304335	1.0537263950497535	3	1.0	3	N1__Fibroblast:2.857;N2__Fibroblast:3.068;N3__Fibroblast:2.917	ED1__Fibroblast:3.669;ED2__Fibroblast:4.183;ED3__Fibroblast:4.151
Fibroblast	non_diabetic_ED_vs_normal	PGM5-AS1.1	up_in_ED	1.78564656724369	1.65175911136687	0.0008866413741187	0.0872887065622818	3	3	0.45343021891552354	2.210364855583888	1.7569346366683645	3	1.0	3	N1__Fibroblast:0.267;N2__Fibroblast:0.536;N3__Fibroblast:0.558	ED1__Fibroblast:1.435;ED2__Fibroblast:2.430;ED3__Fibroblast:2.766
Fibroblast	non_diabetic_ED_vs_normal	SMARCA1	up_in_ED	0.938068584518087	6.58975144407162	0.000899497482464	0.0879903333482945	3	3	6.008926293795979	7.012251686156328	1.003325392360349	3	1.0	3	N1__Fibroblast:5.759;N2__Fibroblast:6.298;N3__Fibroblast:5.970	ED1__Fibroblast:6.903;ED2__Fibroblast:7.139;ED3__Fibroblast:6.995
Fibroblast	non_diabetic_ED_vs_normal	PAMR1	down_in_ED	-2.56151053912007	3.73694787978851	0.0009113150050094	0.0885821256135086	3	3	4.435890373210408	1.649702433216352	-2.786187939994056	3	1.0	3	N1__Fibroblast:4.707;N2__Fibroblast:4.438;N3__Fibroblast:4.163	ED1__Fibroblast:2.245;ED2__Fibroblast:0.226;ED3__Fibroblast:2.479
Fibroblast	non_diabetic_ED_vs_normal	HBA1	up_in_ED	2.39110766944671	5.96755400130814	0.0009276724830414	0.0891830880688738	3	3	4.13720365726676	6.623361645112905	2.4861579878461457	3	1.0	3	N1__Fibroblast:4.220;N2__Fibroblast:3.311;N3__Fibroblast:4.880	ED1__Fibroblast:7.168;ED2__Fibroblast:6.819;ED3__Fibroblast:5.883
Fibroblast	non_diabetic_ED_vs_normal	GPR37	up_in_ED	2.82896345306262	1.67619895751949	0.0009291114787745	0.0891830880688738	3	3	-0.5780902528589996	2.4370033963613973	3.015093649220397	3	1.0	3	N1__Fibroblast:-0.016;N2__Fibroblast:0.298;N3__Fibroblast:-2.017	ED1__Fibroblast:2.212;ED2__Fibroblast:3.092;ED3__Fibroblast:2.007
Fibroblast	non_diabetic_ED_vs_normal	HBEGF	up_in_ED	1.87734493189824	2.58368112838962	0.000966797909918	0.0922241136678368	3	3	1.3183620553112652	3.1572611667543504	1.8388991114430853	3	1.0	3	N1__Fibroblast:1.462;N2__Fibroblast:1.412;N3__Fibroblast:1.082	ED1__Fibroblast:3.751;ED2__Fibroblast:3.033;ED3__Fibroblast:2.687
Fibroblast	non_diabetic_ED_vs_normal	PRR5L	down_in_ED	-1.69638520726793	1.55493774313961	0.0010065728229302	0.0949140454011998	3	3	2.079847675511811	0.4409770810433013	-1.6388705944685096	3	1.0	3	N1__Fibroblast:2.032;N2__Fibroblast:1.911;N3__Fibroblast:2.296	ED1__Fibroblast:0.062;ED2__Fibroblast:1.058;ED3__Fibroblast:0.203
Fibroblast	non_diabetic_ED_vs_normal	FILIP1L	up_in_ED	2.54786016617436	7.92524439462555	0.0010073570387026	0.0949140454011998	3	3	6.107149510004933	8.424765574715435	2.317616064710502	3	1.0	3	N1__Fibroblast:6.151;N2__Fibroblast:6.215;N3__Fibroblast:5.956	ED1__Fibroblast:6.993;ED2__Fibroblast:8.690;ED3__Fibroblast:9.590
Fibroblast	non_diabetic_ED_vs_normal	STK33	up_in_ED	1.63425323726512	2.3460585615854	0.0010274468764207	0.0962166410248131	3	3	1.1856365647803246	2.9446642397555407	1.759027674975216	3	1.0	3	N1__Fibroblast:0.390;N2__Fibroblast:1.563;N3__Fibroblast:1.604	ED1__Fibroblast:2.794;ED2__Fibroblast:3.380;ED3__Fibroblast:2.660
