cell_type	comparison	gene_symbol	direction	logFC	logCPM	PValue	FDR	group_summary
Fibroblast	organic_ED_vs_normal	BHLHE22	down_in_ED	-2.40148842603667	1.35681306114336	2.85813175868296e-05	0.0344888560757382	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	KLHL15	up_in_ED	2.03270249120002	3.88598755082977	3.65892290646767e-05	0.0392714153481743	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	SLC19A2	up_in_ED	1.70083295646319	5.37573520142131	3.75515541673115e-05	0.0392714153481743	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	DPP4	down_in_ED	-4.49571835675777	0.906287935334145	4.62448293356317e-05	0.0426738879562404	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	ADAMTS1	up_in_ED	2.94335588638802	8.8710734270722	4.8873966185399e-05	0.0426738879562404	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	TMEM200C	up_in_ED	1.37978838903407	2.61389507565965	4.93508957656732e-05	0.0426738879562404	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	DUSP5	up_in_ED	3.71803054324018	3.77169786243308	5.16863562930177e-05	0.0426738879562404	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	AIF1L	up_in_ED	3.14500453065777	3.55625527835368	5.68026940824998e-05	0.0445531931036087	normal=3;organic_ED=5
Fibroblast	organic_ED_vs_normal	GPR68	down_in_ED	-2.30371214031067	2.09164588805251	6.51816327133662e-05	0.0486906796368846	normal=3;organic_ED=5
Macrophage	diabetic_ED_vs_normal	HLA-DQA2	down_in_ED	-8.1833439856146	8.87217218321679	5.64353651151814e-07	0.0061249301759506	normal=3;diabetic_ED=2
Macrophage	non_diabetic_ED_vs_normal	HLA-DQA2	down_in_ED	-8.87601905517534	8.89807123290932	6.80546683371126e-07	0.0068510634614971	normal=3;non_diabetic_ED=2
Macrophage	organic_ED_vs_normal	HLA-DQA2	down_in_ED	-8.40541908148024	8.40031583710643	4.036915287362911e-09	3.99170183614444e-05	normal=3;organic_ED=4
Mural	diabetic_ED_vs_normal	ERAP2	down_in_ED	-4.07416883361962	3.75062359941604	4.63810736902245e-06	0.0310333164396307	normal=3;diabetic_ED=2
Mural	diabetic_ED_vs_normal	TRIB1	up_in_ED	4.48685276198921	3.56624256567726	1.51106691612704e-05	0.0310333164396307	normal=3;diabetic_ED=2
