cell_type	comparison	gene_symbol	direction	logFC	logCPM	PValue	FDR	n_control_donors	n_disease_donors	control_mean_logCPM	disease_mean_logCPM	disease_minus_control_mean_logCPM	disease_donors_consistent_vs_control_median	disease_fraction_consistent_vs_control_median	disease_donors_beyond_control_range	control_donor_values_logCPM	disease_donor_values_logCPM
Fibroblast	organic_ED_vs_normal	SRF	up_in_ED	1.68557889756612	4.66429155280007	1.97602232686214e-05	0.0258315518679054	3	5	3.3882679545832026	5.066589355514543	1.67832140093134	5	1.0	5	N1__Fibroblast:3.247;N2__Fibroblast:3.429;N3__Fibroblast:3.489	DMED1__Fibroblast:4.735;DMED2__Fibroblast:5.267;ED1__Fibroblast:5.436;ED2__Fibroblast:5.115;ED3__Fibroblast:4.781
Fibroblast	organic_ED_vs_normal	BHLHE22	down_in_ED	-2.40148842603667	1.35681306114336	2.85813175868296e-05	0.0344888560757382	3	5	2.2383010631564626	-0.11607891291321012	-2.354379976069673	5	1.0	5	N1__Fibroblast:1.786;N2__Fibroblast:2.096;N3__Fibroblast:2.833	DMED1__Fibroblast:-0.439;DMED2__Fibroblast:0.613;ED1__Fibroblast:-0.579;ED2__Fibroblast:-0.178;ED3__Fibroblast:0.002
Fibroblast	organic_ED_vs_normal	KLHL15	up_in_ED	2.03270249120002	3.88598755082977	3.65892290646767e-05	0.0392714153481743	3	5	2.2864840377739557	4.321346031358756	2.0348619935848	5	1.0	5	N1__Fibroblast:2.275;N2__Fibroblast:2.720;N3__Fibroblast:1.865	DMED1__Fibroblast:3.765;DMED2__Fibroblast:4.798;ED1__Fibroblast:4.513;ED2__Fibroblast:4.451;ED3__Fibroblast:4.079
Fibroblast	organic_ED_vs_normal	SLC19A2	up_in_ED	1.70083295646319	5.37573520142131	3.75515541673115e-05	0.0392714153481743	3	5	4.046578996728114	5.794490220225564	1.74791122349745	5	1.0	5	N1__Fibroblast:4.178;N2__Fibroblast:4.411;N3__Fibroblast:3.551	DMED1__Fibroblast:6.042;DMED2__Fibroblast:5.894;ED1__Fibroblast:5.745;ED2__Fibroblast:5.476;ED3__Fibroblast:5.815
Fibroblast	organic_ED_vs_normal	DPP4	down_in_ED	-4.49571835675777	0.906287935334145	4.62448293356317e-05	0.0426738879562404	3	5	1.8968752224101282	-2.8340563400984	-4.730931562508529	5	1.0	5	N1__Fibroblast:2.909;N2__Fibroblast:1.127;N3__Fibroblast:1.654	DMED1__Fibroblast:-2.761;DMED2__Fibroblast:-1.013;ED1__Fibroblast:-1.523;ED2__Fibroblast:-5.132;ED3__Fibroblast:-3.742
Fibroblast	organic_ED_vs_normal	ADAMTS1	up_in_ED	2.94335588638802	8.8710734270722	4.8873966185399e-05	0.0426738879562404	3	5	6.2890631518888815	9.391814205686503	3.102751053797621	5	1.0	5	N1__Fibroblast:7.092;N2__Fibroblast:6.229;N3__Fibroblast:5.546	DMED1__Fibroblast:9.038;DMED2__Fibroblast:8.933;ED1__Fibroblast:9.852;ED2__Fibroblast:9.931;ED3__Fibroblast:9.205
Fibroblast	organic_ED_vs_normal	TMEM200C	up_in_ED	1.37978838903407	2.61389507565965	4.93508957656732e-05	0.0426738879562404	3	5	1.584513623627797	2.9808624378506647	1.3963488142228677	5	1.0	5	N1__Fibroblast:1.345;N2__Fibroblast:1.794;N3__Fibroblast:1.615	DMED1__Fibroblast:3.021;DMED2__Fibroblast:2.825;ED1__Fibroblast:2.641;ED2__Fibroblast:3.130;ED3__Fibroblast:3.287
Fibroblast	organic_ED_vs_normal	DUSP5	up_in_ED	3.71803054324018	3.77169786243308	5.16863562930177e-05	0.0426738879562404	3	5	0.6468501380521181	4.164618045158193	3.517767907106075	5	1.0	5	N1__Fibroblast:0.965;N2__Fibroblast:0.802;N3__Fibroblast:0.174	DMED1__Fibroblast:3.463;DMED2__Fibroblast:5.130;ED1__Fibroblast:4.724;ED2__Fibroblast:4.546;ED3__Fibroblast:2.961
Fibroblast	organic_ED_vs_normal	AIF1L	up_in_ED	3.14500453065777	3.55625527835368	5.68026940824998e-05	0.0445531931036087	3	5	0.9774784088781847	3.94654721180437	2.969068802926185	5	1.0	5	N1__Fibroblast:0.752;N2__Fibroblast:1.221;N3__Fibroblast:0.960	DMED1__Fibroblast:2.246;DMED2__Fibroblast:4.445;ED1__Fibroblast:3.813;ED2__Fibroblast:4.499;ED3__Fibroblast:4.729
Fibroblast	organic_ED_vs_normal	GPR68	down_in_ED	-2.30371214031067	2.09164588805251	6.51816327133662e-05	0.0486906796368846	3	5	3.005948836164555	0.6249190246518761	-2.381029811512679	5	1.0	5	N1__Fibroblast:2.537;N2__Fibroblast:3.081;N3__Fibroblast:3.401	DMED1__Fibroblast:1.278;DMED2__Fibroblast:0.838;ED1__Fibroblast:0.967;ED2__Fibroblast:-0.608;ED3__Fibroblast:0.650
Macrophage	diabetic_ED_vs_normal	HLA-DQA2	down_in_ED	-8.1833439856146	8.87217218321679	5.64353651151814e-07	0.0061249301759506	3	2	9.588931904954483	1.4558996942497304	-8.133032210704753	2	1.0	2	N1__Macrophage:9.727;N2__Macrophage:9.139;N3__Macrophage:9.900	DMED1__Macrophage:2.007;DMED2__Macrophage:0.904
Macrophage	non_diabetic_ED_vs_normal	HLA-DQA2	down_in_ED	-8.87601905517534	8.89807123290932	6.80546683371126e-07	0.0068510634614971	3	2	9.588931904954483	0.8801433858989105	-8.708788519055574	2	1.0	2	N1__Macrophage:9.727;N2__Macrophage:9.139;N3__Macrophage:9.900	ED1__Macrophage:0.376;ED3__Macrophage:1.385
Macrophage	organic_ED_vs_normal	HLA-DQA2	down_in_ED	-8.40541908148024	8.40031583710643	4.036915287362911e-09	3.99170183614444e-05	3	4	9.588931904954483	1.1680215400743204	-8.420910364880163	4	1.0	4	N1__Macrophage:9.727;N2__Macrophage:9.139;N3__Macrophage:9.900	DMED1__Macrophage:2.007;DMED2__Macrophage:0.904;ED1__Macrophage:0.376;ED3__Macrophage:1.385
Mural	diabetic_ED_vs_normal	ERAP2	down_in_ED	-4.07416883361962	3.75062359941604	4.63810736902245e-06	0.0310333164396307	3	2	4.560194860667676	0.5521748209023863	-4.00802003976529	2	1.0	2	N1__Mural:4.230;N2__Mural:4.290;N3__Mural:5.160	DMED1__Mural:0.625;DMED2__Mural:0.479
Mural	diabetic_ED_vs_normal	TRIB1	up_in_ED	4.48685276198921	3.56624256567726	1.51106691612704e-05	0.0310333164396307	3	2	0.29242470616335514	4.244064363972872	3.951639657809517	2	1.0	2	N1__Mural:0.880;N2__Mural:0.147;N3__Mural:-0.150	DMED1__Mural:3.668;DMED2__Mural:4.821
Mural	diabetic_ED_vs_normal	DNAH11	down_in_ED	-4.77839937046901	2.64346245408907	1.55083464756083e-05	0.0310333164396307	3	2	3.6079301847956007	-1.0327876798187698	-4.640717864614371	2	1.0	2	N1__Mural:2.806;N2__Mural:4.395;N3__Mural:3.622	DMED1__Mural:-0.960;DMED2__Mural:-1.106
Mural	diabetic_ED_vs_normal	DUSP5	up_in_ED	3.55450969066455	3.06854494695888	1.64364031462581e-05	0.0310333164396307	3	2	0.5380799042187573	3.735846737101599	3.1977668328828415	2	1.0	2	N1__Mural:0.143;N2__Mural:0.884;N3__Mural:0.587	DMED1__Mural:3.582;DMED2__Mural:3.890
Mural	diabetic_ED_vs_normal	GSC	down_in_ED	-2.86957169753249	3.85077548200592	1.66103438100939e-05	0.0310333164396307	3	2	4.587593282760774	1.7308238723442653	-2.8567694104165087	2	1.0	2	N1__Mural:4.113;N2__Mural:4.671;N3__Mural:4.979	DMED1__Mural:1.961;DMED2__Mural:1.501
Mural	diabetic_ED_vs_normal	ABCC9	down_in_ED	-2.62902657458597	5.78906361300208	2.00171243323662e-05	0.0310333164396307	3	2	6.375145647110279	3.7736465688267504	-2.6014990782835286	2	1.0	2	N1__Mural:5.834;N2__Mural:7.010;N3__Mural:6.282	DMED1__Mural:3.898;DMED2__Mural:3.649
Mural	diabetic_ED_vs_normal	NEDD9	up_in_ED	2.49971800091054	4.51986248485124	2.08938362101967e-05	0.0310333164396307	3	2	2.847536678558414	5.302872276772881	2.4553355982144667	2	1.0	2	N1__Mural:2.465;N2__Mural:3.420;N3__Mural:2.657	DMED1__Mural:5.445;DMED2__Mural:5.161
Mural	diabetic_ED_vs_normal	GUCY1A2	down_in_ED	-2.18078661550501	4.69332936504694	3.46122988486715e-05	0.0417670389148131	3	2	5.3046285418584445	3.1129397107988632	-2.1916888310595812	2	1.0	2	N1__Mural:5.097;N2__Mural:5.681;N3__Mural:5.135	DMED1__Mural:3.199;DMED2__Mural:3.027
Mural	diabetic_ED_vs_normal	THBD	up_in_ED	2.17043042738684	4.78569242588846	3.81269277455662e-05	0.0417670389148131	3	2	3.410222009786834	5.522757920423585	2.1125359106367507	2	1.0	2	N1__Mural:3.416;N2__Mural:3.692;N3__Mural:3.123	DMED1__Mural:5.450;DMED2__Mural:5.596
Mural	diabetic_ED_vs_normal	CSGALNACT1	down_in_ED	-2.42304157661403	5.33673365970254	4.84254189604274e-05	0.0417670389148131	3	2	5.901597292572137	3.516587270792595	-2.385010021779542	2	1.0	2	N1__Mural:5.378;N2__Mural:5.857;N3__Mural:6.469	DMED1__Mural:3.582;DMED2__Mural:3.451
Mural	diabetic_ED_vs_normal	KCNJ8	down_in_ED	-2.13391638748164	4.60987149391216	5.9005042363605e-05	0.0417670389148131	3	2	5.220755576984515	3.070386525027323	-2.150369051957192	2	1.0	2	N1__Mural:5.272;N2__Mural:5.357;N3__Mural:5.033	DMED1__Mural:3.288;DMED2__Mural:2.853
Mural	diabetic_ED_vs_normal	THBS1	up_in_ED	3.57087971665322	6.17077743294554	5.91198562409889e-05	0.0417670389148131	3	2	3.6418395940793453	6.957999870309206	3.3161602762298608	2	1.0	2	N1__Mural:3.512;N2__Mural:4.290;N3__Mural:3.123	DMED1__Mural:6.132;DMED2__Mural:7.784
Mural	diabetic_ED_vs_normal	HSPB8	up_in_ED	2.360683049453	5.69135803225016	7.4245287909113e-05	0.0417670389148131	3	2	4.164066211131726	6.483519493899966	2.3194532827682393	2	1.0	2	N1__Mural:3.843;N2__Mural:4.829;N3__Mural:3.820	DMED1__Mural:6.162;DMED2__Mural:6.805
Mural	diabetic_ED_vs_normal	HBEGF	up_in_ED	3.92814587198095	3.58082423573517	7.54996383347423e-05	0.0417670389148131	3	2	0.6998888466088378	4.170038627070172	3.470149780461334	2	1.0	2	N1__Mural:0.143;N2__Mural:0.884;N3__Mural:1.072	DMED1__Mural:3.452;DMED2__Mural:4.888
Mural	diabetic_ED_vs_normal	COLEC11	down_in_ED	-3.44005928880552	3.44435200812006	7.69662145680674e-05	0.0417670389148131	3	2	4.194324565224221	0.8688795220721908	-3.3254450431520306	2	1.0	2	N1__Mural:4.708;N2__Mural:3.420;N3__Mural:4.455	DMED1__Mural:0.877;DMED2__Mural:0.861
Mural	diabetic_ED_vs_normal	CSPG4	up_in_ED	1.9713456920937	5.64218762089603	7.82822434484539e-05	0.0417670389148131	3	2	4.425819928200721	6.382521688427033	1.956701760226312	2	1.0	2	N1__Mural:3.843;N2__Mural:4.902;N3__Mural:4.532	DMED1__Mural:6.662;DMED2__Mural:6.103
Mural	diabetic_ED_vs_normal	DLX5	down_in_ED	-2.24255648477894	5.87572693971258	8.03409485428159e-05	0.0417670389148131	3	2	6.436788805882142	4.160136518861392	-2.2766522870207506	2	1.0	2	N1__Mural:6.320;N2__Mural:6.862;N3__Mural:6.129	DMED1__Mural:4.577;DMED2__Mural:3.743
Mural	diabetic_ED_vs_normal	DLX6	down_in_ED	-2.23911278823824	4.38425994819711	8.6520277010623e-05	0.0417670389148131	3	2	4.985336230847683	2.7640230793961065	-2.221313151451577	2	1.0	2	N1__Mural:4.339;N2__Mural:5.481;N3__Mural:5.135	DMED1__Mural:2.974;DMED2__Mural:2.554
Mural	diabetic_ED_vs_normal	FABP4	down_in_ED	-2.655249452053	6.05963708585053	8.70247870027822e-05	0.0417670389148131	3	2	6.594691892614588	4.0180808062974585	-2.576611086317129	2	1.0	2	N1__Mural:7.101;N2__Mural:6.214;N3__Mural:6.469	DMED1__Mural:4.122;DMED2__Mural:3.914
Mural	diabetic_ED_vs_normal	ADAMTS9	up_in_ED	2.4411799409653	4.17007507079832	8.72082432538655e-05	0.0417670389148131	3	2	2.4950325256733445	4.902537289947732	2.4075047642743876	2	1.0	2	N1__Mural:2.950;N2__Mural:2.022;N3__Mural:2.513	DMED1__Mural:4.909;DMED2__Mural:4.896
Mural	diabetic_ED_vs_normal	BTC	up_in_ED	2.59609802545093	3.47473547862915	8.91287710291026e-05	0.0417670389148131	3	2	1.6224068179420474	4.129835840121155	2.5074290221791076	2	1.0	2	N1__Mural:0.880;N2__Mural:2.022;N3__Mural:1.965	DMED1__Mural:4.021;DMED2__Mural:4.239
Mural	diabetic_ED_vs_normal	HIC1	down_in_ED	-1.95553659570981	5.84612895507901	9.20539132228502e-05	0.0417670389148131	3	2	6.353461485204257	4.410758324128024	-1.9427031610762322	2	1.0	2	N1__Mural:5.853;N2__Mural:6.439;N3__Mural:6.769	DMED1__Mural:4.495;DMED2__Mural:4.326
Mural	diabetic_ED_vs_normal	NR4A3	up_in_ED	4.67005139925669	5.56741171515977	9.23960656959412e-05	0.0417670389148131	3	2	1.966711692099626	6.231423122243488	4.264711430143862	2	1.0	2	N1__Mural:2.806;N2__Mural:1.370;N3__Mural:1.724	DMED1__Mural:5.143;DMED2__Mural:7.320
Mural	diabetic_ED_vs_normal	MAP3K7CL	up_in_ED	2.38814383147254	4.47243771001026	9.93602889307232e-05	0.043043705167197	3	2	2.8912848563178315	5.177870768031315	2.286585911713484	2	1.0	2	N1__Mural:2.465;N2__Mural:3.420;N3__Mural:2.788	DMED1__Mural:5.661;DMED2__Mural:4.694
Mural	organic_ED_vs_normal	GSC	down_in_ED	-2.61605131725057	3.43654702541587	7.17631125204713e-07	0.0075136225811442	3	5	4.587593282760774	2.1326773242317674	-2.4549159585290066	5	1.0	5	N1__Mural:4.113;N2__Mural:4.671;N3__Mural:4.979	DMED1__Mural:1.961;DMED2__Mural:1.501;ED1__Mural:2.307;ED2__Mural:2.723;ED3__Mural:2.172
Mural	organic_ED_vs_normal	DNAH11	down_in_ED	-4.05046752738064	2.0539406121885	1.4157947203965e-06	0.0075136225811442	3	5	3.6079301847956007	-0.3950185113843518	-4.002948696179953	5	1.0	5	N1__Mural:2.806;N2__Mural:4.395;N3__Mural:3.622	DMED1__Mural:-0.960;DMED2__Mural:-1.106;ED1__Mural:0.381;ED2__Mural:-0.737;ED3__Mural:0.446
Mural	organic_ED_vs_normal	GGT5	down_in_ED	-2.16208910719408	7.14248516660606	3.60436697648672e-06	0.01275225036281	3	5	8.010479137445168	5.919268226963135	-2.091210910482033	5	1.0	5	N1__Mural:8.386;N2__Mural:7.620;N3__Mural:8.025	DMED1__Mural:5.949;DMED2__Mural:5.560;ED1__Mural:6.109;ED2__Mural:5.639;ED3__Mural:6.340
Mural	organic_ED_vs_normal	PGAM2	up_in_ED	1.64511453187179	7.11970667424033	6.53372463260175e-06	0.0165435315241013	3	5	5.860517781619092	7.504213907660892	1.6436961260418004	5	1.0	5	N1__Mural:5.677;N2__Mural:5.946;N3__Mural:5.958	DMED1__Mural:7.115;DMED2__Mural:7.619;ED1__Mural:7.236;ED2__Mural:7.634;ED3__Mural:7.917
Mural	organic_ED_vs_normal	CA3	down_in_ED	-1.61979852870339	5.79540731122631	8.80974654016312e-06	0.0165435315241013	3	5	6.56760773852401	4.944526427209257	-1.6230813113147526	5	1.0	5	N1__Mural:6.619;N2__Mural:6.511;N3__Mural:6.573	DMED1__Mural:4.745;DMED2__Mural:5.091;ED1__Mural:5.198;ED2__Mural:4.549;ED3__Mural:5.139
Mural	organic_ED_vs_normal	HIC1	down_in_ED	-1.67604282438372	5.58171171928636	9.35191154556322e-06	0.0165435315241013	3	5	6.353461485204257	4.7400583826840315	-1.6134031025202251	5	1.0	5	N1__Mural:5.853;N2__Mural:6.439;N3__Mural:6.769	DMED1__Mural:4.495;DMED2__Mural:4.326;ED1__Mural:4.659;ED2__Mural:5.330;ED3__Mural:4.890
Mural	organic_ED_vs_normal	CSGALNACT1	down_in_ED	-2.01026664321072	5.03203294293797	1.13412702812831e-05	0.0171043739925219	3	5	5.901597292572137	3.9807454018947026	-1.9208518906774343	5	1.0	5	N1__Mural:5.378;N2__Mural:5.857;N3__Mural:6.469	DMED1__Mural:3.582;DMED2__Mural:3.451;ED1__Mural:3.942;ED2__Mural:4.621;ED3__Mural:4.308
Mural	organic_ED_vs_normal	GUCY1A2	down_in_ED	-1.9337334368287	4.3904275367673	1.42555324893181e-05	0.0171043739925219	3	5	5.3046285418584445	3.4559116871101523	-1.8487168547482922	5	1.0	5	N1__Mural:5.097;N2__Mural:5.681;N3__Mural:5.135	DMED1__Mural:3.199;DMED2__Mural:3.027;ED1__Mural:3.614;ED2__Mural:4.308;ED3__Mural:3.132
Mural	organic_ED_vs_normal	MYOZ1	up_in_ED	1.69411254534578	5.19943283375945	1.45034262231673e-05	0.0171043739925219	3	5	3.8929941591355095	5.5680023685645885	1.675008209429079	5	1.0	5	N1__Mural:3.687;N2__Mural:4.054;N3__Mural:3.937	DMED1__Mural:5.173;DMED2__Mural:5.703;ED1__Mural:5.219;ED2__Mural:6.032;ED3__Mural:5.714
Mural	organic_ED_vs_normal	ZEB2	down_in_ED	-1.17206030931234	8.25292587740294	1.68963758576189e-05	0.0179338133352767	3	5	8.832111500563705	7.695841523154951	-1.1362699774087544	5	1.0	5	N1__Mural:8.812;N2__Mural:8.802;N3__Mural:8.882	DMED1__Mural:7.736;DMED2__Mural:7.557;ED1__Mural:7.508;ED2__Mural:7.932;ED3__Mural:7.746
Mural	organic_ED_vs_normal	ADAMTSL2	down_in_ED	-2.65830137672194	1.51413575934946	2.14146060674986e-05	0.0182580545991257	3	5	2.8898407160524866	0.2884660092589309	-2.6013747067935555	5	1.0	5	N1__Mural:2.806;N2__Mural:3.206;N3__Mural:2.657	DMED1__Mural:0.757;DMED2__Mural:0.079;ED1__Mural:-0.356;ED2__Mural:0.848;ED3__Mural:0.115
Mural	organic_ED_vs_normal	STEAP4	down_in_ED	-2.39886172939268	7.94425613531321	2.4293754215966e-05	0.0182580545991257	3	5	8.869886638568431	6.465881295711687	-2.4040053428567445	5	1.0	5	N1__Mural:9.228;N2__Mural:8.498;N3__Mural:8.884	DMED1__Mural:6.673;DMED2__Mural:5.343;ED1__Mural:7.165;ED2__Mural:6.521;ED3__Mural:6.628
Mural	organic_ED_vs_normal	HGF	down_in_ED	-2.05946193814704	6.03790870486904	2.45100735443022e-05	0.0182580545991257	3	5	6.960853370856861	4.798089082742966	-2.1627642881138947	5	1.0	5	N1__Mural:6.661;N2__Mural:7.159;N3__Mural:7.063	DMED1__Mural:5.469;DMED2__Mural:4.790;ED1__Mural:5.316;ED2__Mural:4.018;ED3__Mural:4.397
Mural	organic_ED_vs_normal	PTGS2	up_in_ED	1.76751950117669	3.9736201774002	2.59936200562383e-05	0.0182580545991257	3	5	2.5906972939326693	4.324210427025997	1.7335131330933273	5	1.0	5	N1__Mural:2.645;N2__Mural:2.469;N3__Mural:2.657	DMED1__Mural:4.304;DMED2__Mural:4.075;ED1__Mural:4.598;ED2__Mural:4.393;ED3__Mural:4.251
Mural	organic_ED_vs_normal	RP11-631N16.2	down_in_ED	-2.0522873425948	3.579746189375	2.66534791234255e-05	0.0182580545991257	3	5	4.539903293202426	2.5367399918344313	-2.0031633013679944	5	1.0	5	N1__Mural:4.898;N2__Mural:4.117;N3__Mural:4.605	DMED1__Mural:3.027;DMED2__Mural:2.064;ED1__Mural:2.451;ED2__Mural:2.433;ED3__Mural:2.708
Mural	organic_ED_vs_normal	NEURL1B	down_in_ED	-1.07690131879216	5.84320185656547	2.75229765956294e-05	0.0182580545991257	3	5	6.394537092170487	5.344811315040054	-1.0497257771304334	5	1.0	5	N1__Mural:6.306;N2__Mural:6.350;N3__Mural:6.527	DMED1__Mural:5.415;DMED2__Mural:5.396;ED1__Mural:5.114;ED2__Mural:5.372;ED3__Mural:5.426
Mural	organic_ED_vs_normal	EMX2OS	down_in_ED	-1.6976162074872	3.56817913480867	4.06230833061455e-05	0.0245068472009816	3	5	4.433255091420844	2.8049025522260314	-1.6283525391948128	5	1.0	5	N1__Mural:4.286;N2__Mural:4.866;N3__Mural:4.148	DMED1__Mural:2.255;DMED2__Mural:2.654;ED1__Mural:2.703;ED2__Mural:3.351;ED3__Mural:3.062
Mural	organic_ED_vs_normal	PROS1	down_in_ED	-1.39975587867716	5.09590103313059	4.43500523929495e-05	0.0245068472009816	3	5	5.782310610919221	4.425806596418527	-1.3565040145006941	5	1.0	5	N1__Mural:5.959;N2__Mural:5.639;N3__Mural:5.749	DMED1__Mural:4.021;DMED2__Mural:4.597;ED1__Mural:4.288;ED2__Mural:4.690;ED3__Mural:4.534
Mural	organic_ED_vs_normal	LSP1	down_in_ED	-1.82648071651885	4.80557929615525	4.65601509775119e-05	0.0245068472009816	3	5	5.642134564411499	3.7587278699641793	-1.88340669444732	5	1.0	5	N1__Mural:5.453;N2__Mural:5.357;N3__Mural:6.117	DMED1__Mural:3.855;DMED2__Mural:3.831;ED1__Mural:3.416;ED2__Mural:3.170;ED3__Mural:4.520
Mural	organic_ED_vs_normal	SASH1	down_in_ED	-1.30392380254545	5.23402014663482	4.95416529433348e-05	0.0245068472009816	3	5	5.894122395689137	4.613685822375722	-1.2804365733134153	5	1.0	5	N1__Mural:5.796;N2__Mural:6.170;N3__Mural:5.716	DMED1__Mural:4.283;DMED2__Mural:4.374;ED1__Mural:4.978;ED2__Mural:4.690;ED3__Mural:4.744
Mural	organic_ED_vs_normal	NTN4	up_in_ED	1.26495521911628	6.18276675512495	5.00175656097973e-05	0.0245068472009816	3	5	5.219990312808667	6.509583226385334	1.2895929135766666	5	1.0	5	N1__Mural:4.748;N2__Mural:5.528;N3__Mural:5.384	DMED1__Mural:6.687;DMED2__Mural:6.342;ED1__Mural:6.522;ED2__Mural:6.779;ED3__Mural:6.217
Mural	organic_ED_vs_normal	DAAM1	down_in_ED	-1.81333945292011	6.07124812739131	5.07961784832858e-05	0.0245068472009816	3	5	6.823916798854673	5.082206863823609	-1.7417099350310634	5	1.0	5	N1__Mural:7.356;N2__Mural:6.737;N3__Mural:6.379	DMED1__Mural:5.370;DMED2__Mural:5.288;ED1__Mural:5.114;ED2__Mural:4.549;ED3__Mural:5.090
Mural	organic_ED_vs_normal	BTC	up_in_ED	2.89258305835875	4.00162035103184	5.37289004639329e-05	0.0247947195445298	3	5	1.6224068179420474	4.4453151004923175	2.8229082825502703	5	1.0	5	N1__Mural:0.880;N2__Mural:2.022;N3__Mural:1.965	DMED1__Mural:4.021;DMED2__Mural:4.239;ED1__Mural:4.081;ED2__Mural:5.603;ED3__Mural:4.282
Mural	organic_ED_vs_normal	CGNL1	down_in_ED	-1.94431090404553	3.31393886573683	5.69033813393024e-05	0.0251655203973065	3	5	4.2168319208570155	2.2582239824957315	-1.958607938361284	5	1.0	5	N1__Mural:3.767;N2__Mural:3.989;N3__Mural:4.894	DMED1__Mural:2.299;DMED2__Mural:2.423;ED1__Mural:2.307;ED2__Mural:1.585;ED3__Mural:2.676
Mural	organic_ED_vs_normal	LYNX1	up_in_ED	1.39867089631628	4.47965991632326	5.98476496751589e-05	0.0254089181460855	3	5	3.40258096169346	4.772088376109861	1.3695074144164008	5	1.0	5	N1__Mural:3.313;N2__Mural:3.420;N3__Mural:3.474	DMED1__Mural:4.909;DMED2__Mural:4.871;ED1__Mural:4.853;ED2__Mural:4.621;ED3__Mural:4.606
Mural	organic_ED_vs_normal	RHOD	up_in_ED	1.46141498361701	4.32883147454034	6.42024151818411e-05	0.0262094013361562	3	5	3.1725063515708034	4.628375585434576	1.4558692338637722	5	1.0	5	N1__Mural:2.806;N2__Mural:3.692;N3__Mural:3.020	DMED1__Mural:4.822;DMED2__Mural:4.732;ED1__Mural:4.434;ED2__Mural:4.621;ED3__Mural:4.534
Mural	organic_ED_vs_normal	CARNS1	up_in_ED	1.99693192637557	3.64991339780704	7.37488552314872e-05	0.0289914944232224	3	5	2.0703916183478346	3.9921617942469836	1.921770175899149	5	1.0	5	N1__Mural:2.017;N2__Mural:2.469;N3__Mural:1.724	DMED1__Mural:3.599;DMED2__Mural:4.252;ED1__Mural:3.731;ED2__Mural:4.473;ED3__Mural:3.906
Mural	organic_ED_vs_normal	COLEC11	down_in_ED	-2.73729142847488	3.0770419824596	8.13783729346202e-05	0.030848216083145	3	5	4.194324565224221	1.720179803558619	-2.474144761665602	5	1.0	5	N1__Mural:4.708;N2__Mural:3.420;N3__Mural:4.455	DMED1__Mural:0.877;DMED2__Mural:0.861;ED1__Mural:2.583;ED2__Mural:2.433;ED3__Mural:1.847
Mural	organic_ED_vs_normal	MAMDC2	down_in_ED	-1.36555543959322	4.1868745774897	8.58565730489137e-05	0.0314235057359024	3	5	4.872128886411667	3.5580525374899494	-1.3140763489217173	5	1.0	5	N1__Mural:4.391;N2__Mural:4.972;N3__Mural:5.254	DMED1__Mural:3.175;DMED2__Mural:3.743;ED1__Mural:3.485;ED2__Mural:3.787;ED3__Mural:3.600
Mural	organic_ED_vs_normal	CYR61	up_in_ED	2.16519819618929	8.81763293381117	9.71292276084395e-05	0.0335932596756764	3	5	6.986329731592714	9.251709071373742	2.2653793397810285	5	1.0	5	N1__Mural:6.530;N2__Mural:7.970;N3__Mural:6.460	DMED1__Mural:9.524;DMED2__Mural:9.055;ED1__Mural:9.742;ED2__Mural:8.785;ED3__Mural:9.152
Mural	organic_ED_vs_normal	KCNMB1	up_in_ED	1.2566623186827	7.18280195368044	9.8877762244552e-05	0.0335932596756764	3	5	6.215916967016976	7.507568779696333	1.2916518126793575	5	1.0	5	N1__Mural:5.635;N2__Mural:6.655;N3__Mural:6.358	DMED1__Mural:7.235;DMED2__Mural:7.545;ED1__Mural:7.231;ED2__Mural:7.625;ED3__Mural:7.901
Mural	organic_ED_vs_normal	MCC	down_in_ED	-1.72170651830828	4.23690227198864	0.0001012798482779	0.0335932596756764	3	5	5.010723773498976	3.3890372312867454	-1.6216865422122302	5	1.0	5	N1__Mural:4.230;N2__Mural:5.742;N3__Mural:5.059	DMED1__Mural:3.053;DMED2__Mural:3.274;ED1__Mural:3.942;ED2__Mural:3.351;ED3__Mural:3.326
Mural	organic_ED_vs_normal	SLC38A1	up_in_ED	1.72789597994865	6.78927245706498	0.0001131116373559	0.0363808157241242	3	5	5.399985256115545	7.158659548485761	1.758674292370216	5	1.0	5	N1__Mural:4.667;N2__Mural:6.030;N3__Mural:5.503	DMED1__Mural:6.700;DMED2__Mural:7.617;ED1__Mural:6.714;ED2__Mural:7.497;ED3__Mural:7.266
Mural	organic_ED_vs_normal	NCKAP5	down_in_ED	-1.73504373496732	4.1930033531239	0.0001231960372345	0.0375859396222189	3	5	4.9904011010685	3.3565384375867717	-1.633862663481728	5	1.0	5	N1__Mural:4.230;N2__Mural:5.357;N3__Mural:5.384	DMED1__Mural:3.373;DMED2__Mural:2.692;ED1__Mural:3.942;ED2__Mural:3.656;ED3__Mural:3.121
Mural	organic_ED_vs_normal	DUSP5	up_in_ED	3.52099276849004	3.36302245484168	0.0001239408221949	0.0375859396222189	3	5	0.5380799042187573	3.442046840534464	2.903966936315707	5	1.0	5	N1__Mural:0.143;N2__Mural:0.884;N3__Mural:0.587	DMED1__Mural:3.582;DMED2__Mural:3.890;ED1__Mural:4.434;ED2__Mural:1.585;ED3__Mural:3.719
