dataset	comparison	n_samples	n_genes_tested	n_FDR_0_05	n_FDR_0_05_up	n_FDR_0_05_down	n_FDR_0_10	n_FDR_0_10_up	n_FDR_0_10_down
GSE126005	PD_plaque_vs_control	12	20092	1771	1126	645	3154	1838	1316
